Chr,Start,End,Peak-name,T1-vs-T0 Peak Status,T2-vs-T1 Peak Status,T2-vs-T0 Peak Status,Overall Trend,Gene symbol - closest DE gene,Distance to nearest DE gene,Peak class for CLOSEST DE gene,upstream or downstream,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene,,
3,145806023,145806861,chr3-145806023-145806861,Stable,Stable,Stable,27,Wdr63,233665,,,,,,,,
18,36669988,36670489,chr18-36669988-36670489,Stable,Stable,Stable,27,Hbegf,-165061,,,,,,,,
6,88761227,88761728,chr6-88761227-88761728,Stable,Stable,Stable,27,Mgll,-36815,,,,,,,,
16,44217066,44217864,chr16-44217066-44217864,Stable,Stable,Stable,27,Cfap44,176932,,,,,,,,
10,62500025,62500526,chr10-62500025-62500526,Stable,Stable,Stable,27,Stox1,158517,,,,,,,,
14,33832857,33833358,chr14-33832857-33833358,Stable,Stable,Stable,27,Gdf10,90229,,,,,,,,
6,142289475,142289976,chr6-142289475-142289976,Stable,Stable,Stable,27,Slco1a5,-55248,,,,,,,,
7,45341230,45341731,chr7-45341230-45341731,Stable,Stable,Stable,27,Flt3l,-211442,,,,,,,,
7,109559462,109559963,chr7-109559462-109559963,Stable,Stable,Stable,27,Trim66,-110456,,,Tmem9b,175871,,,,
2,26325705,26326206,chr2-26325705-26326206,Stable,Stable,Stable,27,Ccdc187,-82236,,,,,,,,
6,67115574,67116075,chr6-67115574-67116075,Stable,Stable,Stable,27,Gadd45a,-80478,,,,,,,,
3,94371651,94372152,chr3-94371651-94372152,Stable,Stable,Stable,27,Them4,-61562,,,Riiad1,92831,,,,
2,165375600,165376101,chr2-165375600-165376101,Stable,Stable,Stable,27,Eya2,218931,,,,,,,,
4,153417673,153418174,chr4-153417673-153418174,Stable,Stable,Stable,27,Ajap1,-44452,,,,,,,,
1,84409288,84409789,chr1-84409288-84409789,Stable,Stable,Stable,27,Dner,-39449,,,,,,,,
19,28608731,28609232,chr19-28608731-28609232,Stable,Stable,Stable,27,Slc1a1,225817,,,,,,,,
7,126898049,126898550,chr7-126898049-126898550,Stable,Stable,Stable,27,Sult1a1,-225184,,,,,,,,
12,25033957,25034458,chr12-25033957-25034458,Stable,Stable,Stable,27,Kidins220,-59032,,,,,,,,
15,55530231,55530732,chr15-55530231-55530732,Stable,Stable,Stable,27,Col14a1,-222481,,,,,,,,
13,49644782,49645510,chr13-49644782-49645510,Stable,Stable,Stable,27,Omd,-62320,,,,,,,,
12,58268412,58268913,chr12-58268412-58268913,Stable,Stable,Stable,27,Clec14a,-3692,,,,,,,,
2,168159034,168159535,chr2-168159034-168159535,Stable,Stable,Stable,27,Kcng1,100582,,,,,,,,
17,49456250,49456751,chr17-49456250-49456751,Stable,Closing,Stable,24,Daam2,-228,,,,,,,,
7,128549110,128549611,chr7-128549110-128549611,Stable,Stable,Stable,27,Inpp5f,61717,,,Rgs10,-175489,,,,
14,17827328,17827829,chr14-17827328-17827829,Stable,Opening,Stable,21,Thrb,-167067,,,,,,,,
1,53818398,53818899,chr1-53818398-53818899,Stable,Closing,Stable,24,Stk17b,-62892,,,,,,,,
4,114469807,114470308,chr4-114469807-114470308,Stable,Stable,Stable,27,Trabd2b,-63083,,,,,,,,
19,47919218,47919719,chr19-47919218-47919719,Stable,Stable,Stable,27,Cfap43,-182361,,,,,,,,
3,60861943,60862444,chr3-60861943-60862444,Stable,Stable,Stable,27,P2ry1,140351,,,,,,,,
4,137231503,137232004,chr4-137231503-137232004,Stable,Stable,Stable,27,Cdc42,87692,,,,,,,,
11,84290370,84290871,chr11-84290370-84290871,Stable,Closing,Stable,24,Dusp14,-242329,,,,,,,,
1,173456261,173456947,chr1-173456261-173456947,Stable,Stable,Stable,27,Cadm3,-123003,,,Ackr1,-124375,,,,
10,101441588,101442089,chr10-101441588-101442089,Stable,Stable,Stable,27,Mgat4c,239398,,,,,,,,
8,90828518,90829205,chr8-90828518-90829205,Stable,Stable,Stable,27,Gm19935,-12373,,,,,,,,
6,149565760,149566261,chr6-149565760-149566261,Stable,Stable,Stable,27,Bicd1,-156874,,,,,,,,
1,82554218,82555114,chr1-82554218-82555114,Stable,Stable,Stable,27,Col4a3,31807,,,Col4a4,-105795,,,,
18,11966952,11967453,chr18-11966952-11967453,Stable,Stable,Stable,27,Cables1,-127732,,,,,,,,
8,105515865,105516366,chr8-105515865-105516366,Stable,Stable,Stable,27,Tppp3,-48372,,,,,,,,
10,20992608,20993109,chr10-20992608-20993109,Stable,Stable,Stable,27,Ahi1,-40061,,,,,,,,
13,73831484,73831985,chr13-73831484-73831985,Stable,Stable,Stable,27,Tppp,177422,,,,,,,,
12,76264470,76264971,chr12-76264470-76264971,Stable,Stable,Stable,27,Ppp1r36,152567,,,,,,,,
13,23745291,23746034,chr13-23745291-23746034,Stable,Stable,Stable,27,Hist1h1c,-6483,,,Hist1h2bc,-61092,Hist1h2be,-161621,,
15,82138530,82139031,chr15-82138530-82139031,Stable,Stable,Stable,27,Shisa8,67137,,,,,,,,
15,37531912,37532413,chr15-37531912-37532413,Stable,Stable,Stable,27,Ncald,-165737,,,,,,,,
7,128744622,128745351,chr7-128744622-128745351,Stable,Stable,Stable,27,Inpp5f,-133294,,,,,,,,
7,128731439,128731940,chr7-128731439-128731940,Stable,Stable,Stable,27,Inpp5f,-120111,,,,,,,,
7,129506764,129507460,chr7-129506764-129507460,Stable,Stable,Stable,27,Plpp4,-249733,,,,,,,,
8,71488566,71489067,chr8-71488566-71489067,Stable,Stable,Stable,27,Plvap,8698,,,,,,,,
5,125588781,125589282,chr5-125588781-125589282,Stable,Stable,Stable,27,Tmem132b,-57007,,,,,,,,
1,43773893,43774394,chr1-43773893-43774394,Stable,Stable,Stable,27,Ecrg4,-43291,,,,,,,,
6,88123800,88124301,chr6-88123800-88124301,Stable,Stable,Stable,27,Copg1,-235986,,,,,,,,
2,26202077,26202578,chr2-26202077-26202578,Stable,Stable,Stable,27,Ccdc187,40891,,,,,,,,
11,115627957,115628458,chr11-115627957-115628458,Stable,Stable,Stable,27,Atp5h,-212268,,,,,,,,
5,98348540,98349041,chr5-98348540-98349041,Stable,Stable,Stable,27,Cfap299,-19236,,,,,,,,
4,126202384,126203064,chr4-126202384-126203064,Stable,Stable,Stable,27,Col8a2,83729,,,,,,,,
1,64791812,64792313,chr1-64791812-64792313,Stable,Stable,Stable,27,Fzd5,-61254,,,,,,,,
9,95331270,95331771,chr9-95331270-95331771,Stable,Stable,Stable,27,Paqr9,227886,,,,,,,,
1,59326925,59327426,chr1-59326925-59327426,Stable,Stable,Stable,27,Gm973,188838,,,,,,,,
19,42166122,42166623,chr19-42166122-42166623,Stable,Stable,Stable,27,Golga7b,80951,,,,,,,,
5,76352146,76352647,chr5-76352146-76352647,Stable,Opening,Stable,21,Clock,-142278,,,,,,,,
6,88960870,88961371,chr6-88960870-88961371,Stable,Stable,Stable,27,Mgll,-236458,,,,,,,,
4,137085099,137085600,chr4-137085099-137085600,Stable,Stable,Stable,27,Cdc42,234096,,,,,,,,
1,128018172,128018673,chr1-128018172-128018673,Stable,Stable,Stable,27,Map3k19,-203381,,,,,,,,
13,24889485,24889986,chr13-24889485-24889986,Stable,Stable,Stable,27,D130043K22Rik,-44350,,,Mrs2,97497,,,,
14,65170056,65170557,chr14-65170056-65170557,Stable,Stable,Stable,27,Pnoc,230116,,,,,,,,
12,101766365,101766866,chr12-101766365-101766866,Stable,Stable,Stable,27,Fbln5,-19800,,,,,,,,
3,123000946,123001447,chr3-123000946-123001447,Stable,Stable,Stable,27,Usp53,-69453,,,,,,,,
19,45079665,45080166,chr19-45079665-45080166,Stable,Stable,Stable,27,Kazald1,-4424,,,,,,,,
7,89370831,89371332,chr7-89370831-89371332,Stable,Stable,Stable,27,Prss23,136451,,,,,,,,
3,94611284,94611785,chr3-94611284-94611785,Stable,Opening,Stable,21,Riiad1,-146301,,,,,,,,
10,81432809,81433310,chr10-81432809-81433310,Stable,Opening,Stable,21,Atcay,-228301,,,,,,,,
12,110843639,110844251,chr12-110843639-110844251,Stable,Stable,Stable,27,Hsp90aa1,-153034,,,,,,,,
5,130029168,130029669,chr5-130029168-130029669,Stable,Stable,Stable,27,Phkg1,-165747,,,,,,,,
16,97288657,97289158,chr16-97288657-97289158,Stable,Stable,Stable,27,Bace2,67584,,,,,,,,
9,42094684,42095185,chr9-42094684-42095185,Stable,Stable,Stable,27,Sorl1,-129964,,,,,,,,
1,51944718,51945219,chr1-51944718-51945219,Stable,Stable,Stable,27,Gls,218229,,,,,,,,
3,122483418,122483919,chr3-122483418-122483919,Stable,Stable,Stable,27,Gclm,-237861,,,,,,,,
9,50849200,50849701,chr9-50849200-50849701,Stable,Stable,Stable,27,1110032A03Rik,-86372,,,4833427G06Rik,231414,Pih1d2,-231879,,
15,54745352,54746354,chr15-54745352-54746354,Stable,Stable,Stable,27,Mal2,-174160,,,,,,,,
9,75536450,75536951,chr9-75536450-75536951,Stable,Stable,Stable,27,Scg3,106238,,,,,,,,
14,79203400,79203901,chr14-79203400-79203901,Stable,Stable,Stable,27,Rgcc,84855,,,,,,,,
7,89563460,89563961,chr7-89563460-89563961,Stable,Stable,Stable,27,Prss23,-55677,,,Me3,68431,,,,
11,79686667,79687168,chr11-79686667-79687168,Stable,Stable,Stable,27,Omg,-185685,,,,,,,,
2,58660299,58660800,chr2-58660299-58660800,Stable,Opening,Stable,21,Ccdc148,160270,,,,,,,,
13,115031194,115031746,chr13-115031194-115031746,Stable,Stable,Stable,27,Mocs2,-212958,,,,,,,,
8,106137991,106138492,chr8-106137991-106138492,Stable,Stable,Stable,27,Smpd3,114056,,,Lcat,-198440,,,,
2,118638070,118638678,chr2-118638070-118638678,Stable,Stable,Stable,27,Pak6,24625,,,Disp2,141041,,,,
10,43723017,43723518,chr10-43723017-43723518,Stable,Stable,Stable,27,Crybg1,227118,,,,,,,,
4,44765949,44766450,chr4-44765949-44766450,Stable,Stable,Stable,27,Pax5,-241192,,,,,,,,
11,50646252,50646753,chr11-50646252-50646753,Stable,Stable,Stable,27,Adamts2,-44168,,,,,,,,
7,78406669,78407170,chr7-78406669-78407170,Stable,Stable,Stable,27,Ntrk3,-230710,,,,,,,,
12,40514055,40514877,chr12-40514055-40514877,Stable,Stable,Stable,27,Dock4,-68103,,,,,,,,
12,40257172,40257673,chr12-40257172-40257673,Stable,Stable,Stable,27,Ifrd1,-55605,,,Dock4,188279,,,,
14,73473998,73474499,chr14-73473998-73474499,Stable,Stable,Stable,27,Lpar6,-236103,,,,,,,,
2,11663927,11664428,chr2-11663927-11664428,Stable,Stable,Stable,27,Il15ra,40862,,,Pfkfb3,-192494,,,,
18,24838975,24839476,chr18-24838975-24839476,Stable,Stable,Stable,27,Fhod3,-130352,,,,,,,,
8,28749459,28749960,chr8-28749459-28749960,Stable,Closing,Stable,24,Unc5d,-102742,,,,,,,,
16,44484178,44484679,chr16-44484178-44484679,Stable,Stable,Stable,27,Cfap44,-89382,,,,,,,,
7,142278182,142278683,chr7-142278182-142278683,Stable,Stable,Stable,27,Ifitm10,47154,,,Dusp8,-198692,,,,
13,108297568,108298069,chr13-108297568-108298069,Stable,Stable,Stable,27,Elovl7,-83164,,,,,,,,
11,106134989,106135490,chr11-106134989-106135490,Stable,Stable,Stable,27,Cyb561,-201287,,,,,,,,
4,137468236,137468737,chr4-137468236-137468737,Stable,Stable,Stable,27,Cdc42,-148540,,,,,,,,
14,73382662,73383163,chr14-73382662-73383163,Stable,Stable,Stable,27,Lpar6,-144767,,,,,,,,
19,38042951,38043452,chr19-38042951-38043452,Stable,Stable,Stable,27,Lgi1,221084,,,,,,,,
1,43531192,43531693,chr1-43531192-43531693,Stable,Stable,Stable,27,Ecrg4,198909,,,,,,,,
3,122140815,122141316,chr3-122140815-122141316,Stable,Stable,Stable,27,Gclm,104241,,,,,,,,
3,122033177,122033678,chr3-122033177-122033678,Stable,Stable,Stable,27,Gclm,211879,,,,,,,,
9,42263441,42263942,chr9-42263441-42263942,Stable,Stable,Stable,27,Tbcel,148374,,,,,,,,
11,6160608,6161109,chr11-6160608-6161109,Stable,Stable,Stable,27,Camk2b,-190964,,,,,,,,
16,44383508,44384009,chr16-44383508-44384009,Stable,Opening,Stable,21,Cfap44,10787,,,,,,,,
10,81389586,81390087,chr10-81389586-81390087,Stable,Stable,Stable,27,Atcay,-185078,,,,,,,,
15,66969638,66970139,chr15-66969638-66970139,Stable,Stable,Stable,27,Ccn4,-78318,,,Sla,-188819,,,,
1,84253707,84254208,chr1-84253707-84254208,Stable,Stable,Stable,27,Dner,115631,,,,,,,,
16,97325939,97326440,chr16-97325939-97326440,Stable,Stable,Stable,27,Bace2,30302,,,,,,,,
13,6374615,6375116,chr13-6374615-6375116,Stable,Stable,Stable,27,Pfkp,204652,,,,,,,,
3,28882282,28883289,chr3-28882282-28883289,Stable,Stable,Stable,27,Egfem1,198734,,,,,,,,
3,80608343,80608844,chr3-80608343-80608844,Stable,Stable,Stable,27,Gria2,72606,,,,,,,,
11,79729569,79730070,chr11-79729569-79730070,Stable,Stable,Stable,27,Omg,-228587,,,,,,,,
1,15936533,15937034,chr1-15936533-15937034,Stable,Stable,Stable,27,4930444P10Rik,128945,,,,,,,,
15,77917092,77917593,chr15-77917092-77917593,Stable,Stable,Stable,27,Cacng2,74155,,,,,,,,
12,102387185,102387829,chr12-102387185-102387829,Stable,Stable,Stable,27,Chga,167140,,,,,,,,
2,179679753,179680254,chr2-179679753-179680254,Stable,Stable,Stable,27,Cdh4,-237322,,,,,,,,
6,66897196,66897697,chr6-66897196-66897697,Stable,Stable,Stable,27,Gadd45a,137399,,,,,,,,
1,63705861,63706362,chr1-63705861-63706362,Stable,Stable,Stable,27,Mdh1b,-7042,,,,,,,,
7,141835829,141836330,chr7-141835829-141836330,Stable,Stable,Stable,27,Dusp8,243160,,,,,,,,
1,185336433,185336934,chr1-185336433-185336934,Stable,Stable,Stable,27,Bpnt1,-4284,,,,,,,,
14,12531036,12531537,chr14-12531036-12531537,Stable,Stable,Stable,27,Cadps,-158473,,,,,,,,
8,105768323,105768824,chr8-105768323-105768824,Stable,Stable,Stable,27,Lcat,170727,,,,,,,,
10,83320765,83321855,chr10-83320765-83321855,Stable,Stable,Stable,27,Aldh1l2,165595,,,,,,,,
4,138819021,138819522,chr4-138819021-138819522,Stable,Stable,Stable,27,Ubxn10,-109184,,,,,,,,
3,121427217,121427718,chr3-121427217-121427718,Stable,Stable,Stable,27,Tmem56,-225456,,,,,,,,
9,51278509,51279010,chr9-51278509-51279010,Stable,Stable,Stable,27,4833427G06Rik,-197394,,,,,,,,
5,24470485,24470986,chr5-24470485-24470986,Stable,Stable,Stable,27,Abcb8,-76822,,,,,,,,
14,51026648,51027149,chr14-51026648-51027149,Stable,Stable,Stable,27,Klhl33,-138066,,,Ccnb1ip1,-237400,,,,
7,74266492,74266993,chr7-74266492-74266993,Stable,Stable,Stable,27,Slco3a1,8426,,,,,,,,
4,44600776,44601277,chr4-44600776-44601277,Stable,Stable,Stable,27,Pax5,-76019,,,,,,,,
4,114172770,114173471,chr4-114172770-114173471,Stable,Stable,Stable,27,Trabd2b,233253,,,,,,,,
17,6745921,6746422,chr17-6745921-6746422,Stable,Stable,Stable,27,Ezr,-7880,,,,,,,,
6,86438266,86438767,chr6-86438266-86438767,Stable,Stable,Stable,27,Tgfa,-243043,,,,,,,,
19,10266310,10266811,chr19-10266310-10266811,Stable,Stable,Stable,27,Lrrc10b,188560,,,,,,,,
10,117320661,117321162,chr10-117320661-117321162,Stable,Opening,Stable,21,Lyz2,-43330,,,,,,,,
11,79254356,79254857,chr11-79254356-79254857,Stable,Stable,Stable,27,Omg,246125,,,,,,,,
10,80179169,80179670,chr10-80179169-80179670,Stable,Stable,Stable,27,Apc2,116307,,,,,,,,
5,103999673,104000342,chr5-103999673-104000342,Stable,Stable,Stable,27,Dmp1,202271,,,,,,,,
11,101226182,101226683,chr11-101226182-101226683,Stable,Stable,Stable,27,Hsd17b1,-147771,,,,,,,,
13,9887681,9888401,chr13-9887681-9888401,Stable,Stable,Stable,27,Chrm3,-12195,,,,,,,,
5,150258374,150258875,chr5-150258374-150258875,Stable,Stable,Stable,27,Fry,-139729,,,,,,,,
9,55937707,55938603,chr9-55937707-55938603,Stable,Stable,Stable,27,Tspan3,193122,,,,,,,,
5,114807329,114807830,chr5-114807329-114807830,Stable,Stable,Stable,27,1500011B03Rik,366,,,,,,,,
16,91802444,91802945,chr16-91802444-91802945,Stable,Stable,Stable,27,Tmem50b,-227941,,,,,,,,
14,12177364,12177865,chr14-12177364-12177865,Stable,Stable,Stable,27,Cadps,194698,,,,,,,,
16,45089895,45090396,chr16-45089895-45090396,Stable,Stable,Stable,27,Btla,133919,,,,,,,,
16,37974801,37975302,chr16-37974801-37975302,Stable,Stable,Stable,27,Gpr156,-58305,,,,,,,,
6,87811766,87812267,chr6-87811766-87812267,Stable,Stable,Stable,27,Copg1,75547,,,,,,,,
2,26485659,26486160,chr2-26485659-26486160,Stable,Stable,Stable,27,Ccdc187,-242190,,,,,,,,
4,126058261,126058762,chr4-126058261-126058762,Stable,Stable,Stable,27,Col8a2,228031,,,,,,,,
19,53738667,53739168,chr19-53738667-53739168,Stable,Stable,Stable,27,Bbip1,190693,,,,,,,,
3,53564439,53564940,chr3-53564439-53564940,Stable,Stable,Stable,27,Frem2,-50501,,,,,,,,
8,23470194,23470695,chr8-23470194-23470695,Stable,Stable,Stable,27,Zmat4,165324,,,,,,,,
6,66263614,66264115,chr6-66263614-66264115,Stable,Stable,Stable,27,Gm31520,40,,,,,,,,
1,105302103,105302604,chr1-105302103-105302604,Stable,Stable,Stable,27,Rnf152,-25189,,,,,,,,
3,61067017,61067518,chr3-61067017-61067518,Stable,Stable,Stable,27,P2ry1,-64222,,,,,,,,
2,163596266,163596767,chr2-163596266-163596767,Stable,Stable,Stable,27,Ccn5,224094,,,,,,,,
1,16122751,16123252,chr1-16122751-16123252,Stable,Stable,Stable,27,4930444P10Rik,-56772,,,,,,,,
17,35027233,35027734,chr17-35027233-35027734,Stable,Stable,Stable,27,Atp6v1g2,205926,,,H2-D1,234996,,,,
5,122987696,122989037,chr5-122987696-122989037,Stable,Stable,Stable,27,Anapc5,-200237,,,,,,,,
1,91483408,91483909,chr1-91483408-91483909,Stable,Stable,Stable,27,Per2,-67426,,,,,,,,
3,103740252,103740753,chr3-103740252-103740753,Stable,Stable,Stable,27,Hipk1,-437,,,,,,,,
12,74293465,74293966,chr12-74293465-74293966,Stable,Stable,Stable,27,1700086L19Rik,-9223,,,,,,,,
1,164861447,164861948,chr1-164861447-164861948,Stable,Stable,Stable,27,Dpt,-64803,,,,,,,,
15,66961517,66962018,chr15-66961517-66962018,Stable,Stable,Stable,27,Ccn4,-70197,,,Sla,-180698,,,,
1,152556087,152556588,chr1-152556087-152556588,Stable,Stable,Stable,27,Rgl1,-39327,,,,,,,,
9,22385823,22386324,chr9-22385823-22386324,Stable,Stable,Stable,27,9530077C05Rik,25189,,,,,,,,
15,27716479,27716980,chr15-27716479-27716980,Stable,Stable,Stable,27,Ank,-249802,,,,,,,,
17,35106037,35106538,chr17-35106037-35106538,Stable,Stable,Stable,27,Atp6v1g2,127122,,,H2-D1,156192,,,,
16,44480553,44481054,chr16-44480553-44481054,Stable,Stable,Stable,27,Cfap44,-85757,,,,,,,,
10,80350178,80350679,chr10-80350178-80350679,Stable,Stable,Stable,27,Apc2,-54201,,,,,,,,
12,17253114,17253615,chr12-17253114-17253615,Stable,Opening,Stable,21,2410004P03Rik,-249795,,,,,,,,
12,84278915,84279416,chr12-84278915-84279416,Stable,Stable,Stable,27,Pnma1,-132784,,,,,,,,
4,126287119,126288423,chr4-126287119-126288423,Stable,Stable,Stable,27,Col8a2,-326,,,,,,,,
1,127575601,127576102,chr1-127575601-127576102,Stable,Stable,Stable,27,Tmem163,-89055,,,Map3k19,238689,,,,
12,40199917,40200769,chr12-40199917-40200769,Stable,Stable,Stable,27,Ifrd1,798,,,Dock4,245183,,,,
9,77771720,77772221,chr9-77771720-77772221,Stable,Stable,Stable,27,Gclc,-17185,,,,,,,,
12,90955091,90955592,chr12-90955091-90955592,Stable,Stable,Stable,27,Dio2,-230539,,,,,,,,
19,28743343,28743844,chr19-28743343-28743844,Stable,Stable,Stable,27,Slc1a1,91205,,,,,,,,
4,154012108,154012609,chr4-154012108-154012609,Stable,Stable,Stable,27,Trp73,43644,,,,,,,,
8,122342485,122344102,chr8-122342485-122344102,Stable,Stable,Stable,27,Zfp469,-83865,,,,,,,,
18,36319947,36320528,chr18-36319947-36320528,Stable,Stable,Stable,27,Igip,-21268,,,Cystm1,21992,Pura,-38850,Hbegf,184399
11,62921051,62921552,chr11-62921051-62921552,Stable,Stable,Stable,27,Pmp22,207430,,,,,,,,
10,103253910,103254411,chr10-103253910-103254411,Stable,Stable,Stable,27,Slc6a15,113372,,,Lrriq1,-207879,,,,
7,128779233,128779734,chr7-128779233-128779734,Stable,Stable,Stable,27,Inpp5f,-167905,,,,,,,,
7,44857028,44857529,chr7-44857028-44857529,Stable,Stable,Stable,27,Atf5,-44772,,,,,,,,
7,90040888,90041389,chr7-90040888-90041389,Stable,Stable,Stable,27,Ccdc81,-174740,,,,,,,,
4,116788772,116789273,chr4-116788772-116789273,Stable,Stable,Stable,27,Prdx1,-103228,,,,,,,,
6,4740410,4740911,chr6-4740410-4740911,Stable,Stable,Stable,27,Sgce,-66060,,,,,,,,
16,38000077,38000578,chr16-38000077-38000578,Stable,Stable,Stable,27,Gpr156,-83581,,,,,,,,
5,24611930,24612431,chr5-24611930-24612431,Stable,Stable,Stable,27,Abcb8,-218267,,,,,,,,
6,117907514,117908015,chr6-117907514-117908015,Stable,Stable,Stable,27,Rasgef1a,103423,,,Ret,243730,,,,
5,137031107,137031608,chr5-137031107-137031608,Stable,Stable,Stable,27,Vgf,-4715,,,,,,,,
10,86375798,86376299,chr10-86375798-86376299,Stable,Stable,Stable,27,Timp3,-75426,,,,,,,,
4,126201810,126202311,chr4-126201810-126202311,Stable,Stable,Stable,27,Col8a2,84482,,,,,,,,
11,102244965,102245466,chr11-102244965-102245466,Stable,Stable,Stable,27,Mpp3,-245313,,,,,,,,
12,102416279,102416853,chr12-102416279-102416853,Stable,Stable,Stable,27,Chga,138116,,,,,,,,
16,42875019,42875831,chr16-42875019-42875831,Stable,Stable,Stable,27,Zbtb20,50,,,,,,,,
12,40574056,40574557,chr12-40574056-40574557,Stable,Stable,Stable,27,Dock4,-128104,,,,,,,,
2,13450789,13451290,chr2-13450789-13451290,Stable,Closing,Stable,24,St8sia6,199731,,,,,,,,
13,114459432,114459933,chr13-114459432-114459933,Stable,Stable,Stable,27,Fst,-7142,,,,,,,,
19,54114831,54115332,chr19-54114831-54115332,Stable,Stable,Stable,27,Bbip1,-184970,,,,,,,,
13,33050964,33051465,chr13-33050964-33051465,Stable,Stable,Stable,27,Serpinb1b,27110,,,,,,,,
4,83350665,83351166,chr4-83350665-83351166,Stable,Stable,Stable,27,Ttc39b,-130365,,,,,,,,
8,23728369,23728870,chr8-23728369-23728870,Stable,Stable,Stable,27,Zmat4,-92350,,,,,,,,
10,117844991,117845492,chr10-117844991-117845492,Stable,Stable,Stable,27,Cpm,-215491,,,,,,,,
5,20913671,20914172,chr5-20913671-20914172,Stable,Stable,Stable,27,Phtf2,-155008,,,,,,,,
7,89390604,89391105,chr7-89390604-89391105,Stable,Stable,Stable,27,Prss23,116678,,,Me3,241287,,,,
13,113035798,113036492,chr13-113035798-113036492,Stable,Stable,Stable,27,Mcidas,-41953,,,,,,,,
4,116123538,116124039,chr4-116123538-116124039,Stable,Stable,Stable,27,Faah,-156393,,,,,,,,
15,73423068,73423748,chr15-73423068-73423748,Stable,Stable,Stable,27,Slc45a4,153676,,,,,,,,
10,80063107,80063608,chr10-80063107-80063608,Stable,Stable,Stable,27,Apc2,232369,,,,,,,,
1,134302618,134303119,chr1-134302618-134303119,Stable,Stable,Stable,27,Cyb5r1,102440,,,,,,,,
16,45871238,45871739,chr16-45871238-45871739,Stable,Stable,Stable,27,Tagln3,-160008,,,,,,,,
6,31313994,31314495,chr6-31313994-31314495,Stable,Stable,Stable,27,Mkln1,84240,,,,,,,,
8,9204414,9204915,chr8-9204414-9204915,Stable,Stable,Stable,27,Fam155a,987,,,,,,,,
9,107381637,107382138,chr9-107381637-107382138,Stable,Stable,Stable,27,Cacna2d2,17474,,,,,,,,
1,180550703,180551204,chr1-180550703-180551204,Stable,Stable,Stable,27,Stum,-118316,,,,,,,,
2,132029399,132029900,chr2-132029399-132029900,Stable,Stable,Stable,27,Slc23a2,22596,,,Prnp,-119471,,,,
13,14443753,14444254,chr13-14443753-14444254,Stable,Stable,Stable,27,Hecw1,-217315,,,,,,,,
13,63148109,63148800,chr13-63148109-63148800,Stable,Stable,Stable,27,Aopep,-183216,,,,,,,,
13,54447788,54448289,chr13-54447788-54448289,Stable,Stable,Stable,27,4833439L19Rik,102929,,,,,,,,
3,117153015,117153516,chr3-117153015-117153516,Stable,Stable,Stable,27,Plppr4,165623,,,,,,,,
19,53697630,53698131,chr19-53697630-53698131,Stable,Stable,Stable,27,Bbip1,231730,,,,,,,,
17,25133256,25133757,chr17-25133256-25133757,Stable,Stable,Stable,27,Clcn7,0,,,Tmem204,-75554,,,,
12,82339385,82339886,chr12-82339385-82339886,Stable,Stable,Stable,27,Rgs6,248406,,,,,,,,
2,139924915,139925416,chr2-139924915-139925416,Stable,Stable,Stable,27,Ism1,-246737,,,,,,,,
11,67966324,67966825,chr11-67966324-67966825,Stable,Stable,Stable,27,Cfap52,-41518,,,,,,,,
9,97295855,97296356,chr9-97295855-97296356,Stable,Stable,Stable,27,Clstn2,148039,,,,,,,,
15,77928769,77929270,chr15-77928769-77929270,Stable,Stable,Stable,27,Cacng2,62478,,,,,,,,
4,137287166,137287667,chr4-137287166-137287667,Stable,Stable,Stable,27,Cdc42,32029,,,,,,,,
3,66400677,66401178,chr3-66400677-66401178,Stable,Stable,Stable,27,Ptx3,-180767,,,,,,,,
9,65909314,65909815,chr9-65909314-65909815,Stable,Stable,Stable,27,Trip4,-80384,,,,,,,,
13,40914000,40914501,chr13-40914000-40914501,Stable,Stable,Stable,27,Mak,110507,,,,,,,,
19,10395132,10395633,chr19-10395132-10395633,Stable,Stable,Stable,27,Lrrc10b,59738,,,,,,,,
2,26309707,26310208,chr2-26309707-26310208,Stable,Stable,Stable,27,Ccdc187,-66238,,,,,,,,
7,126475034,126475535,chr7-126475034-126475535,Stable,Stable,Stable,27,Apobr,109407,,,Sult1a1,197330,,,,
8,122376825,122377326,chr8-122376825-122377326,Stable,Stable,Stable,27,Zfp469,-118205,,,Cbfa2t3,247815,,,,
15,25995474,25995975,chr15-25995474-25995975,Stable,Stable,Stable,27,Retreg1,-152294,,,,,,,,
2,148233849,148234350,chr2-148233849-148234350,Stable,Stable,Stable,27,Cd93,202290,,,,,,,,
8,71660559,71661334,chr8-71660559-71661334,Stable,Stable,Stable,27,Plvap,-162794,,,,,,,,
8,105707908,105708409,chr8-105707908-105708409,Stable,Opening,Stable,21,Lcat,231142,,,Tppp3,-240415,,,,
11,43385176,43385677,chr11-43385176-43385677,Stable,Stable,Stable,27,Atp10b,-235299,,,,,,,,
1,127458804,127459305,chr1-127458804-127459305,Stable,Stable,Stable,27,Tmem163,27241,,,,,,,,
2,173413865,173414366,chr2-173413865-173414366,Stable,Stable,Stable,27,Rab22a,245394,,,,,,,,
9,121710073,121710574,chr9-121710073-121710574,Stable,Stable,Stable,27,Higd1a,137989,,,,,,,,
13,54503299,54503800,chr13-54503299-54503800,Stable,Stable,Stable,27,4833439L19Rik,47418,,,,,,,,
