Chr,Start,End,Peak-name,T1-vs-T0 Peak Status,T2-vs-T1 Peak Status,T2-vs-T0 Peak Status,Overall Trend,Gene symbol - closest DE gene,Distance to nearest DE gene,Peak class for CLOSEST DE gene,upstream or downstream,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene,,,,,,,,,,,,,,,,,,
18,65053807,65054308,chr18-65053807-65054308,Stable,Stable,Stable,27,Nedd4l,-166102,,,,,,,,,,,,,,,,,,,,,,,,,,
9,75409029,75409530,chr9-75409029-75409530,Stable,Stable,Stable,27,Tmod2,156091,,,Scg3,233659,,,,,,,,,,,,,,,,,,,,,,
19,47909520,47910021,chr19-47909520-47910021,Stable,Stable,Stable,27,Cfap43,-172663,,,,,,,,,,,,,,,,,,,,,,,,,,
2,132945268,132945769,chr2-132945268-132945769,Stable,Stable,Stable,27,Chgb,-163990,,,,,,,,,,,,,,,,,,,,,,,,,,
7,16326124,16326625,chr7-16326124-16326625,Stable,Stable,Stable,27,Slc8a2,-196298,,,,,,,,,,,,,,,,,,,,,,,,,,
2,163236004,163236505,chr2-163236004-163236505,Stable,Stable,Stable,27,Gdap1l1,201971,,,,,,,,,,,,,,,,,,,,,,,,,,
7,44373863,44374364,chr7-44373863-44374364,Stable,Stable,Stable,27,Myh14,231439,,,,,,,,,,,,,,,,,,,,,,,,,,
11,100545351,100545852,chr11-100545351-100545852,Stable,Stable,Stable,27,Ttc25,0,,,Cnp,29052,Hap1,-198024,,,,,,,,,,,,,,,,,,,,
9,15529437,15529938,chr9-15529437-15529938,Stable,Stable,Stable,27,Deup1,29926,,,,,,,,,,,,,,,,,,,,,,,,,,
2,148856976,148857877,chr2-148856976-148857877,Stable,Closing,Stable,24,Napb,-162991,,,Gzf1,-175953,,,,,,,,,,,,,,,,,,,,,,
19,58781578,58782079,chr19-58781578-58782079,Stable,Closing,Stable,24,Eno4,161346,,,,,,,,,,,,,,,,,,,,,,,,,,
7,27860447,27860948,chr7-27860447-27860948,Stable,Closing,Stable,24,Zfp60,-129058,,,Zfp607b,-171107,,,,,,,,,,,,,,,,,,,,,,
2,25228473,25228974,chr2-25228473-25228974,Stable,Stable,Stable,27,Rnf208,13955,,,Ptgds,237735,,,,,,,,,,,,,,,,,,,,,,
15,79690289,79691268,chr15-79690289-79691268,Stable,Stable,Stable,27,Fam227a,-80713,,,,,,,,,,,,,,,,,,,,,,,,,,
13,48956841,48957342,chr13-48956841-48957342,Stable,Stable,Stable,27,Wnk2,78961,,,,,,,,,,,,,,,,,,,,,,,,,,
3,96133438,96133939,chr3-96133438-96133939,Stable,Stable,Stable,27,Sv2a,47212,,,Hist2h3c2,104169,,,,,,,,,,,,,,,,,,,,,,
10,7473639,7474140,chr10-7473639-7474140,Stable,Stable,Stable,27,Lrp11,115660,,,,,,,,,,,,,,,,,,,,,,,,,,
6,65814465,65814966,chr6-65814465-65814966,Stable,Stable,Stable,27,Ndnf,-142875,,,,,,,,,,,,,,,,,,,,,,,,,,
14,123173104,123173605,chr14-123173104-123173605,Stable,Stable,Stable,27,Nalcn,103029,,,,,,,,,,,,,,,,,,,,,,,,,,
1,85809741,85810761,chr1-85809741-85810761,Stable,Stable,Stable,27,4933407L21Rik,117722,,,2810459M11Rik,235102,,,,,,,,,,,,,,,,,,,,,,
11,112543413,112543914,chr11-112543413-112543914,Stable,Stable,Stable,27,Sox9,238310,,,,,,,,,,,,,,,,,,,,,,,,,,
15,78947622,78948123,chr15-78947622-78948123,Stable,Stable,Stable,27,1700088E04Rik,181226,,,Mfng,-191740,,,,,,,,,,,,,,,,,,,,,,
2,158145745,158146671,chr2-158145745-158146671,Stable,Stable,Stable,27,Snhg11,228967,,,,,,,,,,,,,,,,,,,,,,,,,,
4,102533303,102534593,chr4-102533303-102534593,Stable,Stable,Stable,27,Sgip1,206704,,,,,,,,,,,,,,,,,,,,,,,,,,
13,92584055,92584556,chr13-92584055-92584556,Stable,Stable,Stable,27,Serinc5,26535,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29717810,29718311,chr6-29717810-29718311,Stable,Stable,Stable,27,Ahcyl2,49700,,,,,,,,,,,,,,,,,,,,,,,,,,
4,115936029,115936530,chr4-115936029-115936530,Stable,Stable,Stable,27,Faah,30615,,,,,,,,,,,,,,,,,,,,,,,,,,
13,73763385,73764091,chr13-73763385-73764091,Stable,Stable,Stable,27,Nkd2,54443,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11889231,11889732,chr8-11889231-11889732,Stable,Stable,Stable,27,Arhgef7,-161510,,,,,,,,,,,,,,,,,,,,,,,,,,
7,48749314,48749815,chr7-48749314-48749815,Stable,Stable,Stable,27,Nav2,158901,,,,,,,,,,,,,,,,,,,,,,,,,,
7,123132028,123132529,chr7-123132028-123132529,Stable,Stable,Stable,27,Rbbp6,-166342,,,,,,,,,,,,,,,,,,,,,,,,,,
17,32865575,32866076,chr17-32865575-32866076,Stable,Stable,Stable,27,Zfp811,-69899,,,Cyp4f15,-179948,Zfp563,223234,,,,,,,,,,,,,,,,,,,,
7,118994809,118995656,chr7-118994809-118995656,Stable,Stable,Stable,27,Iqck,-139057,,,Gpr139,145091,,,,,,,,,,,,,,,,,,,,,,
4,150854796,150855297,chr4-150854796-150855297,Stable,Opening,Stable,21,Camta1,62025,,,Slc45a1,-226224,,,,,,,,,,,,,,,,,,,,,,
6,122548227,122548728,chr6-122548227-122548728,Stable,Opening,Stable,21,Rimklb,-100931,,,,,,,,,,,,,,,,,,,,,,,,,,
7,126808944,126809445,chr7-126808944-126809445,Stable,Stable,Stable,27,Sez6l2,141118,,,,,,,,,,,,,,,,,,,,,,,,,,
11,54214607,54215108,chr11-54214607-54215108,Stable,Stable,Stable,27,Acsl6,88690,,,,,,,,,,,,,,,,,,,,,,,,,,
4,33292655,33293156,chr4-33292655-33293156,Stable,Stable,Stable,27,Srsf12,-83664,,,,,,,,,,,,,,,,,,,,,,,,,,
17,25561196,25562035,chr17-25561196-25562035,Stable,Stable,Stable,27,Fbxl16,247050,,,,,,,,,,,,,,,,,,,,,,,,,,
5,116031136,116031715,chr5-116031136-116031715,Stable,Stable,Stable,27,Ccdc60,92926,,,,,,,,,,,,,,,,,,,,,,,,,,
9,114110884,114111385,chr9-114110884-114111385,Stable,Stable,Stable,27,Susd5,-53744,,,Fbxl2,-147247,,,,,,,,,,,,,,,,,,,,,,
2,144247625,144248126,chr2-144247625-144248126,Stable,Stable,Stable,27,Zfp133-ps,211154,,,Dzank1,222431,,,,,,,,,,,,,,,,,,,,,,
15,98003392,98003893,chr15-98003392-98003893,Stable,Stable,Stable,27,Col2a1,-27790,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10142678,10143179,chr2-10142678-10143179,Stable,Stable,Stable,27,Sfmbt2,227331,,,,,,,,,,,,,,,,,,,,,,,,,,
3,88215212,88215713,chr3-88215212-88215713,Stable,Stable,Stable,27,Sema4a,220246,,,Bcan,-227681,,,,,,,,,,,,,,,,,,,,,,
9,113990783,113991370,chr9-113990783-113991370,Stable,Stable,Stable,27,Fbxl2,-27146,,,Susd5,65770,Clasp2,-249310,,,,,,,,,,,,,,,,,,,,
11,8802964,8803465,chr11-8802964-8803465,Stable,Closing,Stable,24,Gm11992,245129,,,,,,,,,,,,,,,,,,,,,,,,,,
7,79247730,79248231,chr7-79247730-79248231,Stable,Stable,Stable,27,Rlbp1,126639,,,,,,,,,,,,,,,,,,,,,,,,,,
5,114466961,114467942,chr5-114466961-114467942,Stable,Stable,Stable,27,Fam222a,100074,,,,,,,,,,,,,,,,,,,,,,,,,,
9,108067761,108068465,chr9-108067761-108068465,Stable,Stable,Stable,27,Bsn,27557,,,,,,,,,,,,,,,,,,,,,,,,,,
7,25280201,25280702,chr7-25280201-25280702,Stable,Stable,Stable,27,Dedd2,-80286,,,,,,,,,,,,,,,,,,,,,,,,,,
7,126377184,126377950,chr7-126377184-126377950,Stable,Stable,Stable,27,Sbk1,-128322,,,,,,,,,,,,,,,,,,,,,,,,,,
15,54768186,54768687,chr15-54768186-54768687,Stable,Stable,Stable,27,Enpp2,70214,,,,,,,,,,,,,,,,,,,,,,,,,,
11,102229963,102230667,chr11-102229963-102230667,Stable,Opening,Stable,21,Hdac5,-35531,,,,,,,,,,,,,,,,,,,,,,,,,,
15,84260306,84260807,chr15-84260306-84260807,Stable,Stable,Stable,27,Shisal1,118396,,,,,,,,,,,,,,,,,,,,,,,,,,
6,50679137,50679728,chr6-50679137-50679728,Stable,Stable,Stable,27,4921507P07Rik,-105835,,,,,,,,,,,,,,,,,,,,,,,,,,
9,35433406,35433907,chr9-35433406-35433907,Stable,Stable,Stable,27,Ddx25,102740,,,,,,,,,,,,,,,,,,,,,,,,,,
5,120648575,120649076,chr5-120648575-120649076,Stable,Stable,Stable,27,Dtx1,31126,,,,,,,,,,,,,,,,,,,,,,,,,,
17,80887746,80888247,chr17-80887746-80888247,Stable,Stable,Stable,27,Tmem178,56385,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21141455,21141956,chr2-21141455-21141956,Stable,Stable,Stable,27,Thnsl1,63768,,,Gpr158,225586,,,,,,,,,,,,,,,,,,,,,,
7,49018697,49019198,chr7-49018697-49019198,Stable,Stable,Stable,27,Nav2,-109981,,,,,,,,,,,,,,,,,,,,,,,,,,
7,139978481,139978982,chr7-139978481-139978982,Stable,Stable,Stable,27,Kndc1,-83785,,,,,,,,,,,,,,,,,,,,,,,,,,
17,46460781,46461282,chr17-46460781-46461282,Stable,Stable,Stable,27,Zfp318,-77050,,,,,,,,,,,,,,,,,,,,,,,,,,
15,88890821,88891410,chr15-88890821-88891410,Stable,Stable,Stable,27,Mlc1,64474,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9676766,9677267,chr10-9676766-9677267,Stable,Stable,Stable,27,Stxbp5,78280,,,,,,,,,,,,,,,,,,,,,,,,,,
18,35661902,35662403,chr18-35661902-35662403,Stable,Stable,Stable,27,Paip2,-63285,,,,,,,,,,,,,,,,,,,,,,,,,,
7,35025878,35026379,chr7-35025878-35026379,Stable,Stable,Stable,27,Cebpa,92914,,,,,,,,,,,,,,,,,,,,,,,,,,
4,91208361,91208862,chr4-91208361-91208862,Stable,Stable,Stable,27,Elavl2,41901,,,,,,,,,,,,,,,,,,,,,,,,,,
1,158213684,158214185,chr1-158213684-158214185,Stable,Stable,Stable,27,Brinp2,31084,,,Astn1,148088,,,,,,,,,,,,,,,,,,,,,,
8,69918958,69919459,chr8-69918958-69919459,Stable,Stable,Stable,27,Cilp2,-38589,,,Ncan,173626,,,,,,,,,,,,,,,,,,,,,,
13,105002103,105002866,chr13-105002103-105002866,Stable,Stable,Stable,27,Rnf180,127135,,,,,,,,,,,,,,,,,,,,,,,,,,
3,96328018,96328519,chr3-96328018-96328519,Stable,Stable,Stable,27,Hist2h3c2,-89910,,,Sv2a,-146867,Txnip,229438,,,,,,,,,,,,,,,,,,,,
16,96620334,96620835,chr16-96620334-96620835,Stable,Stable,Stable,27,Dscam,-29494,,,,,,,,,,,,,,,,,,,,,,,,,,
7,30286969,30287470,chr7-30286969-30287470,Stable,Stable,Stable,27,Aplp1,147512,,,,,,,,,,,,,,,,,,,,,,,,,,
8,69821849,69822350,chr8-69821849-69822350,Stable,Stable,Stable,27,Cilp2,58019,,,,,,,,,,,,,,,,,,,,,,,,,,
9,41805549,41806050,chr9-41805549-41806050,Stable,Closing,Stable,24,Sorl1,158670,,,,,,,,,,,,,,,,,,,,,,,,,,
3,62454017,62454518,chr3-62454017-62454518,Stable,Opening,Stable,21,Arhgef26,-115673,,,,,,,,,,,,,,,,,,,,,,,,,,
5,65510595,65511096,chr5-65510595-65511096,Stable,Stable,Stable,27,Smim14,-63751,,,,,,,,,,,,,,,,,,,,,,,,,,
6,113343659,113344160,chr6-113343659-113344160,Stable,Stable,Stable,27,Ttll3,45100,,,Lhfpl4,-175569,,,,,,,,,,,,,,,,,,,,,,
13,23746399,23746900,chr13-23746399-23746900,Stable,Stable,Stable,27,Hist1h1d,-193137,,,,,,,,,,,,,,,,,,,,,,,,,,
11,103016889,103017390,chr11-103016889-103017390,Stable,Stable,Stable,27,Gfap,-129553,,,Ccdc103,-135685,,,,,,,,,,,,,,,,,,,,,,
10,93081364,93081865,chr10-93081364-93081865,Stable,Stable,Stable,27,Cdk17,79010,,,,,,,,,,,,,,,,,,,,,,,,,,
7,24531448,24531949,chr7-24531448-24531949,Stable,Stable,Stable,27,Cadm4,-49425,,,,,,,,,,,,,,,,,,,,,,,,,,
2,158225192,158225693,chr2-158225192-158225693,Stable,Stable,Stable,27,Snhg11,149945,,,,,,,,,,,,,,,,,,,,,,,,,,
14,58101290,58101791,chr14-58101290-58101791,Stable,Stable,Stable,27,Micu2,-185029,,,,,,,,,,,,,,,,,,,,,,,,,,
10,75129251,75129752,chr10-75129251-75129752,Stable,Closing,Stable,24,Rab36,-92193,,,Gnaz,-162074,,,,,,,,,,,,,,,,,,,,,,
13,59011010,59011834,chr13-59011010-59011834,Stable,Stable,Stable,27,Ntrk2,-204441,,,,,,,,,,,,,,,,,,,,,,,,,,
4,119253930,119254616,chr4-119253930-119254616,Stable,Stable,Stable,27,Ccdc30,67850,,,Rimkla,210667,,,,,,,,,,,,,,,,,,,,,,
2,118743205,118743706,chr2-118743205-118743706,Stable,Stable,Stable,27,Bmf,-214448,,,,,,,,,,,,,,,,,,,,,,,,,,
18,43763989,43764490,chr18-43763989-43764490,Stable,Stable,Stable,27,Jakmip2,-232582,,,,,,,,,,,,,,,,,,,,,,,,,,
11,107510694,107511195,chr11-107510694-107511195,Stable,Stable,Stable,27,Cacng4,221162,,,,,,,,,,,,,,,,,,,,,,,,,,
4,120666722,120667470,chr4-120666722-120667470,Stable,Stable,Stable,27,Rims3,187346,,,,,,,,,,,,,,,,,,,,,,,,,,
15,78988492,78988993,chr15-78988492-78988993,Stable,Stable,Stable,27,1700088E04Rik,140356,,,Mfng,-232610,,,,,,,,,,,,,,,,,,,,,,
15,100304673,100305174,chr15-100304673-100305174,Stable,Stable,Stable,27,Mettl7a1,-533,,,,,,,,,,,,,,,,,,,,,,,,,,
13,73822110,73822805,chr13-73822110-73822805,Stable,Stable,Stable,27,Nkd2,-3576,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23846251,23846752,chr1-23846251-23846752,Stable,Stable,Stable,27,B3gat2,-84498,,,,,,,,,,,,,,,,,,,,,,,,,,
4,48924559,48925060,chr4-48924559-48925060,Stable,Stable,Stable,27,Plppr1,134213,,,,,,,,,,,,,,,,,,,,,,,,,,
8,105930539,105931040,chr8-105930539-105931040,Stable,Stable,Stable,27,Tsnaxip1,-102808,,,,,,,,,,,,,,,,,,,,,,,,,,
15,44684844,44685345,chr15-44684844-44685345,Stable,Stable,Stable,27,Sybu,-12988,,,,,,,,,,,,,,,,,,,,,,,,,,
11,71985212,71985713,chr11-71985212-71985713,Stable,Stable,Stable,27,Wscd1,-235292,,,,,,,,,,,,,,,,,,,,,,,,,,
1,136661867,136662561,chr1-136661867-136662561,Stable,Stable,Stable,27,Nr5a2,180010,,,,,,,,,,,,,,,,,,,,,,,,,,
11,118379425,118379926,chr11-118379425-118379926,Stable,Stable,Stable,27,Rbfox3,109836,,,,,,,,,,,,,,,,,,,,,,,,,,
9,107463414,107464133,chr9-107463414-107464133,Stable,Stable,Stable,27,Zmynd10,83165,,,,,,,,,,,,,,,,,,,,,,,,,,
15,96459725,96460469,chr15-96459725-96460469,Stable,Stable,Stable,27,Slc38a1,110949,,,Slc38a2,226923,,,,,,,,,,,,,,,,,,,,,,
13,94158663,94159164,chr13-94158663-94159164,Stable,Stable,Stable,27,Scamp1,42146,,,,,,,,,,,,,,,,,,,,,,,,,,
11,31770283,31771039,chr11-31770283-31771039,Stable,Stable,Stable,27,Nsg2,229424,,,,,,,,,,,,,,,,,,,,,,,,,,
15,10386920,10387581,chr15-10386920-10387581,Stable,Stable,Stable,27,Dnajc21,59175,,,,,,,,,,,,,,,,,,,,,,,,,,
6,33871917,33872418,chr6-33871917-33872418,Stable,Stable,Stable,27,Lrguk,157030,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21269939,21270440,chr2-21269939-21270440,Stable,Stable,Stable,27,Thnsl1,-64215,,,Gpr158,97102,,,,,,,,,,,,,,,,,,,,,,
6,113936787,113937288,chr6-113936787-113937288,Stable,Stable,Stable,27,Slc6a11,193953,,,,,,,,,,,,,,,,,,,,,,,,,,
15,71854684,71855185,chr15-71854684-71855185,Stable,Stable,Stable,27,Col22a1,-58889,,,,,,,,,,,,,,,,,,,,,,,,,,
17,10519571,10520072,chr17-10519571-10520072,Stable,Stable,Stable,27,Pacrg,-116559,,,,,,,,,,,,,,,,,,,,,,,,,,
2,157522488,157522989,chr2-157522488-157522989,Stable,Stable,Stable,27,Nnat,37089,,,Rpn2,-243471,,,,,,,,,,,,,,,,,,,,,,
3,63542614,63543270,chr3-63542614-63543270,Stable,Stable,Stable,27,Plch1,152964,,,,,,,,,,,,,,,,,,,,,,,,,,
14,60429508,60430009,chr14-60429508-60430009,Stable,Stable,Stable,27,Amer2,-56249,,,,,,,,,,,,,,,,,,,,,,,,,,
18,37655505,37656006,chr18-37655505-37656006,Stable,Stable,Stable,27,Pcdhb17,-170710,,,Pcdhb16,-177691,Pcdhb14,-207849,Pcdhb12,-219884,Pcdhb11,-234087,Pcdhb10,-243841,,,,,,,,,,,,,,
8,110145529,110146114,chr8-110145529-110146114,Stable,Stable,Stable,27,Zfp612,-65783,,,,,,,,,,,,,,,,,,,,,,,,,,
4,123139551,123140052,chr4-123139551-123140052,Stable,Stable,Stable,27,Hpcal4,43175,,,,,,,,,,,,,,,,,,,,,,,,,,
1,159594049,159594550,chr1-159594049-159594550,Stable,Stable,Stable,27,Tnr,-70280,,,,,,,,,,,,,,,,,,,,,,,,,,
19,38582817,38583499,chr19-38582817-38583499,Stable,Stable,Stable,27,Plce1,-101708,,,,,,,,,,,,,,,,,,,,,,,,,,
11,97404324,97405069,chr11-97404324-97405069,Stable,Stable,Stable,27,Gpr179,-72215,,,Srcin1,104271,,,,,,,,,,,,,,,,,,,,,,
9,107357515,107358203,chr9-107357515-107358203,Stable,Stable,Stable,27,Zmynd10,189095,,,,,,,,,,,,,,,,,,,,,,,,,,
5,124477992,124478493,chr5-124477992-124478493,Stable,Stable,Stable,27,Tctn2,120256,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7358618,7359119,chr10-7358618-7359119,Stable,Stable,Stable,27,Lrp11,230681,,,,,,,,,,,,,,,,,,,,,,,,,,
3,27759180,27759681,chr3-27759180-27759681,Stable,Stable,Stable,27,Pld1,179014,,,,,,,,,,,,,,,,,,,,,,,,,,
3,57575671,57576408,chr3-57575671-57576408,Stable,Stable,Stable,27,Ankub1,80985,,,,,,,,,,,,,,,,,,,,,,,,,,
4,22510641,22511142,chr4-22510641-22511142,Stable,Stable,Stable,27,Pou3f2,-27861,,,,,,,,,,,,,,,,,,,,,,,,,,
6,113638169,113638670,chr6-113638169-113638670,Stable,Stable,Stable,27,Ttll3,-248909,,,,,,,,,,,,,,,,,,,,,,,,,,
7,118254351,118254852,chr7-118254351-118254852,Stable,Stable,Stable,27,Syt17,125865,,,,,,,,,,,,,,,,,,,,,,,,,,
7,118981302,118981803,chr7-118981302-118981803,Stable,Stable,Stable,27,Iqck,-125550,,,Gpr139,158944,,,,,,,,,,,,,,,,,,,,,,
11,78183202,78183703,chr11-78183202-78183703,Stable,Stable,Stable,27,Aldoc,139265,,,,,,,,,,,,,,,,,,,,,,,,,,
6,85410769,85411270,chr6-85410769-85411270,Stable,Stable,Stable,27,Sfxn5,-197720,,,,,,,,,,,,,,,,,,,,,,,,,,
15,84842237,84842738,chr15-84842237-84842738,Stable,Stable,Stable,27,Phf21b,-56856,,,,,,,,,,,,,,,,,,,,,,,,,,
4,103215082,103215583,chr4-103215082-103215583,Stable,Stable,Stable,27,Wdr78,-177017,,,,,,,,,,,,,,,,,,,,,,,,,,
12,26331049,26331550,chr12-26331049-26331550,Stable,Stable,Stable,27,Cmpk2,137654,,,,,,,,,,,,,,,,,,,,,,,,,,
11,69527166,69527667,chr11-69527166-69527667,Stable,Stable,Stable,27,Atp1b2,72069,,,Rnf227,-186705,,,,,,,,,,,,,,,,,,,,,,
2,181598809,181599310,chr2-181598809-181599310,Stable,Stable,Stable,27,Oprl1,115706,,,Myt1,164022,,,,,,,,,,,,,,,,,,,,,,
8,84460629,84461130,chr8-84460629-84461130,Stable,Stable,Stable,27,Cacna1a,-121990,,,,,,,,,,,,,,,,,,,,,,,,,,
1,67794944,67795445,chr1-67794944-67795445,Stable,Stable,Stable,27,Erbb4,236741,,,,,,,,,,,,,,,,,,,,,,,,,,
2,164485972,164486473,chr2-164485972-164486473,Stable,Stable,Stable,27,Dbndd2,0,,,Matn4,-96579,Slpi,-131902,,,,,,,,,,,,,,,,,,,,
8,69716540,69717243,chr8-69716540-69717243,Stable,Stable,Stable,27,Cilp2,163126,,,,,,,,,,,,,,,,,,,,,,,,,,
16,44526654,44527585,chr16-44526654-44527585,Stable,Stable,Stable,27,Boc,-41605,,,Cfap44,-131858,,,,,,,,,,,,,,,,,,,,,,
5,142424712,142425368,chr5-142424712-142425368,Stable,Stable,Stable,27,Mmd2,136990,,,,,,,,,,,,,,,,,,,,,,,,,,
15,82046319,82047031,chr15-82046319-82047031,Stable,Stable,Stable,27,3-Sep,221771,,,,,,,,,,,,,,,,,,,,,,,,,,
6,35252211,35252712,chr6-35252211-35252712,Stable,Stable,Stable,27,1810058I24Rik,0,,,Slc13a4,15245,Fam180a,59956,,,,,,,,,,,,,,,,,,,,
10,84450604,84451105,chr10-84450604-84451105,Stable,Stable,Stable,27,Tcp11l2,125521,,,,,,,,,,,,,,,,,,,,,,,,,,
11,80818004,80818505,chr11-80818004-80818505,Stable,Closing,Stable,24,Asic2,61664,,,,,,,,,,,,,,,,,,,,,,,,,,
4,101472718,101473219,chr4-101472718-101473219,Stable,Closing,Stable,24,Dnajc6,23412,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11774551,11775052,chr8-11774551-11775052,Stable,Stable,Stable,27,Arhgef7,-46830,,,,,,,,,,,,,,,,,,,,,,,,,,
7,123046681,123047182,chr7-123046681-123047182,Stable,Stable,Stable,27,Rbbp6,-80995,,,,,,,,,,,,,,,,,,,,,,,,,,
6,65510244,65510866,chr6-65510244-65510866,Stable,Stable,Stable,27,Ndnf,160724,,,,,,,,,,,,,,,,,,,,,,,,,,
6,50536481,50536982,chr6-50536481-50536982,Stable,Stable,Stable,27,4921507P07Rik,36320,,,,,,,,,,,,,,,,,,,,,,,,,,
1,132594534,132595225,chr1-132594534-132595225,Stable,Stable,Stable,27,Nfasc,-29844,,,,,,,,,,,,,,,,,,,,,,,,,,
4,138464609,138465110,chr4-138464609-138465110,Stable,Stable,Stable,27,Pink1,-151200,,,Sh2d5,-214206,Hp1bp3,-248313,,,,,,,,,,,,,,,,,,,,
8,119384499,119385000,chr8-119384499-119385000,Stable,Stable,Stable,27,Dnaaf1,190235,,,,,,,,,,,,,,,,,,,,,,,,,,
15,92265376,92265877,chr15-92265376-92265877,Stable,Stable,Stable,27,Pdzrn4,131004,,,,,,,,,,,,,,,,,,,,,,,,,,
12,80844012,80844513,chr12-80844012-80844513,Stable,Stable,Stable,27,Ccdc177,-89969,,,,,,,,,,,,,,,,,,,,,,,,,,
11,97449849,97450744,chr11-97449849-97450744,Stable,Stable,Stable,27,Srcin1,58596,,,Gpr179,-117740,,,,,,,,,,,,,,,,,,,,,,
7,127769544,127770045,chr7-127769544-127770045,Stable,Stable,Stable,27,Stx1b,33855,,,,,,,,,,,,,,,,,,,,,,,,,,
9,59584757,59585258,chr9-59584757-59585258,Stable,Stable,Stable,27,Parp6,32026,,,,,,,,,,,,,,,,,,,,,,,,,,
3,152783728,152784229,chr3-152783728-152784229,Stable,Stable,Stable,27,St6galnac5,32852,,,,,,,,,,,,,,,,,,,,,,,,,,
8,30840024,30840525,chr8-30840024-30840525,Stable,Stable,Stable,27,Dusp26,248946,,,,,,,,,,,,,,,,,,,,,,,,,,
8,57428982,57429798,chr8-57428982-57429798,Stable,Stable,Stable,27,Scrg1,26125,,,,,,,,,,,,,,,,,,,,,,,,,,
17,57247563,57248416,chr17-57247563-57248416,Stable,Stable,Stable,27,Slc25a23,-203852,,,,,,,,,,,,,,,,,,,,,,,,,,
12,81026726,81027227,chr12-81026726-81027227,Stable,Stable,Stable,27,Slc8a3,170688,,,,,,,,,,,,,,,,,,,,,,,,,,
2,145786015,145786646,chr2-145786015-145786646,Stable,Stable,Stable,27,Rin2,-110800,,,,,,,,,,,,,,,,,,,,,,,,,,
19,4855059,4855560,chr19-4855059-4855560,Stable,Stable,Stable,27,Bbs1,31318,,,,,,,,,,,,,,,,,,,,,,,,,,
17,34197429,34197930,chr17-34197429-34197930,Stable,Stable,Stable,27,Col11a2,-157992,,,,,,,,,,,,,,,,,,,,,,,,,,
17,43568188,43568854,chr17-43568188-43568854,Stable,Stable,Stable,27,Pla2g7,-90,,,Slc25a27,73037,,,,,,,,,,,,,,,,,,,,,,
1,17097486,17097987,chr1-17097486-17097987,Stable,Stable,Stable,27,Gdap1,47375,,,,,,,,,,,,,,,,,,,,,,,,,,
11,60346500,60347001,chr11-60346500-60347001,Stable,Stable,Stable,27,Drc3,6328,,,,,,,,,,,,,,,,,,,,,,,,,,
14,63470885,63471386,chr14-63470885-63471386,Stable,Stable,Stable,27,Fam167a,-34491,,,Xkr6,135117,,,,,,,,,,,,,,,,,,,,,,
1,159551984,159552485,chr1-159551984-159552485,Stable,Stable,Stable,27,Tnr,-28215,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3348161,3348662,chr8-3348161-3348662,Stable,Stable,Stable,27,Camsap3,238631,,,,,,,,,,,,,,,,,,,,,,,,,,
6,114398229,114398916,chr6-114398229-114398916,Stable,Stable,Stable,27,Slc6a1,-115594,,,,,,,,,,,,,,,,,,,,,,,,,,
11,71541304,71541805,chr11-71541304-71541805,Stable,Stable,Stable,27,Wscd1,208115,,,,,,,,,,,,,,,,,,,,,,,,,,
12,84009160,84009661,chr12-84009160-84009661,Stable,Stable,Stable,27,Acot6,90993,,,Dnal1,104705,,,,,,,,,,,,,,,,,,,,,,
14,49493771,49494272,chr14-49493771-49494272,Stable,Stable,Stable,27,Armh4,181680,,,,,,,,,,,,,,,,,,,,,,,,,,
14,34595706,34596207,chr14-34595706-34596207,Stable,Stable,Stable,27,Grid1,223901,,,,,,,,,,,,,,,,,,,,,,,,,,
9,54286397,54286898,chr9-54286397-54286898,Stable,Stable,Stable,27,Dmxl2,78260,,,,,,,,,,,,,,,,,,,,,,,,,,
16,66901694,66902195,chr16-66901694-66902195,Stable,Stable,Stable,27,Cadm2,-246273,,,,,,,,,,,,,,,,,,,,,,,,,,
11,80577688,80578189,chr11-80577688-80578189,Stable,Stable,Stable,27,Cdk5r1,-100665,,,,,,,,,,,,,,,,,,,,,,,,,,
2,180050835,180051521,chr2-180050835-180051521,Stable,Stable,Stable,27,Ss18l1,-8326,,,,,,,,,,,,,,,,,,,,,,,,,,
2,79646121,79646622,chr2-79646121-79646622,Stable,Stable,Stable,27,Neurod1,-193600,,,,,,,,,,,,,,,,,,,,,,,,,,
16,38073807,38074308,chr16-38073807-38074308,Stable,Stable,Stable,27,Maats1,223446,,,,,,,,,,,,,,,,,,,,,,,,,,
7,13043805,13044306,chr7-13043805-13044306,Stable,Stable,Stable,27,Mzf1,-1502,,,Zfp446,-65957,,,,,,,,,,,,,,,,,,,,,,
