Chr,Start,End,Peak-name,T1-vs-T0 Peak Status,T2-vs-T1 Peak Status,T2-vs-T0 Peak Status,Overall Trend,Gene symbol - closest DE gene,Distance to nearest DE gene,Peak class for CLOSEST DE gene,upstream or downstream,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene,,
14,65638828,65639329,chr14-65638828-65639329,Stable,Stable,Stable,27,Pbk,166508,,,Esco2,179709,,,,
1,131712291,131712792,chr1-131712291-131712792,Stable,Stable,Stable,27,Nucks1,197742,,,,,,,,
10,91271244,91271745,chr10-91271244-91271745,Stable,Stable,Stable,27,Tmpo,-123673,,,,,,,,
10,22150514,22151310,chr10-22150514-22151310,Stable,Stable,Stable,27,Raet1e,7259,,,,,,,,
11,78262177,78263018,chr11-78262177-78263018,Stable,Stable,Stable,27,Spag5,38511,,,,,,,,
2,118883197,118883698,chr2-118883197-118883698,Stable,Stable,Stable,27,Knl1,163421,,,Rad51,229095,,,,
10,4063440,4063941,chr10-4063440-4063941,Stable,Stable,Stable,27,Akap12,202439,,,,,,,,
13,24657077,24657578,chr13-24657077-24657578,Stable,Stable,Stable,27,Gmnn,94267,,,,,,,,
18,12234762,12235263,chr18-12234762-12235263,Stable,Stable,Stable,27,Riok3,-106021,,,,,,,,
15,102670871,102671372,chr15-102670871-102671372,Stable,Stable,Stable,27,Rpl39-ps,-35833,,,,,,,,
3,89270171,89270672,chr3-89270171-89270672,Stable,Stable,Stable,27,Fam189b,-87028,,,,,,,,
3,38299210,38299711,chr3-38299210-38299711,Stable,Stable,Stable,27,Ankrd50,149548,,,,,,,,
13,30051072,30051573,chr13-30051072-30051573,Stable,Stable,Stable,27,Mboat1,84916,,,,,,,,
17,71616617,71617118,chr17-71616617-71617118,Stable,Stable,Stable,27,Ndc80,-120517,,,,,,,,
15,10648303,10648804,chr15-10648303-10648804,Stable,Stable,Stable,27,Rai14,-79334,,,,,,,,
11,80080623,80081124,chr11-80080623-80081124,Stable,Stable,Stable,27,Atad5,8276,,,,,,,,
8,41250504,41251269,chr8-41250504-41251269,Stable,Stable,Stable,27,Asah1,88928,,,,,,,,
11,80289787,80290415,chr11-80289787-80290415,Stable,Stable,Stable,27,Atad5,-200387,,,,,,,,
3,108900731,108901232,chr3-108900731-108901232,Stable,Stable,Stable,27,Slc25a24,221917,,,Gpsm2,-222093,,,,
1,133854799,133855506,chr1-133854799-133855506,Stable,Stable,Stable,27,Zc3h11a,-234937,,,,,,,,
8,18741027,18741785,chr8-18741027-18741785,Stable,Stable,Stable,27,Xkr5,190944,,,,,,,,
3,95995139,95995640,chr3-95995139-95995640,Stable,Stable,Stable,27,BC028528,-111185,,,,,,,,
2,128208355,128208856,chr2-128208355-128208856,Stable,Stable,Stable,27,Bcl2l11,-82317,,,,,,,,
18,4980260,4980761,chr18-4980260-4980761,Stable,Stable,Stable,27,Svil,-59720,,,,,,,,
7,19749500,19750291,chr7-19749500-19750291,Stable,Stable,Stable,27,Clptm1,-117929,,,,,,,,
8,4656474,4656975,chr8-4656474-4656975,Stable,Stable,Stable,27,Shcbp1,79001,,,,,,,,
18,74812097,74812598,chr18-74812097-74812598,Stable,Stable,Stable,27,Rpl17,185960,,,,,,,,
19,6840470,6840971,chr19-6840470-6840971,Stable,Stable,Stable,27,Vegfb,141502,,,,,,,,
3,95929916,95930532,chr3-95929916-95930532,Stable,Stable,Stable,27,BC028528,-45962,,,,,,,,
15,54854292,54854793,chr15-54854292-54854793,Stable,Stable,Stable,27,Dscc1,221306,,,,,,,,
3,54443860,54444361,chr3-54443860-54444361,Stable,Stable,Stable,27,Postn,-82751,,,,,,,,
2,153225063,153225564,chr2-153225063-153225564,Stable,Stable,Stable,27,Plagl2,2195,,,,,,,,
2,17853052,17853975,chr2-17853052-17853975,Stable,Stable,Stable,27,Skida1,186701,,,,,,,,
19,5689609,5690110,chr19-5689609-5690110,Stable,Stable,Stable,27,Ehbp1l1,17266,,,,,,,,
2,18195649,18196150,chr2-18195649-18196150,Stable,Stable,Stable,27,Skida1,-154973,,,,,,,,
12,8351204,8351705,chr12-8351204-8351705,Stable,Stable,Stable,27,Hs1bp3,-37772,,,,,,,,
3,89246190,89246691,chr3-89246190-89246691,Stable,Stable,Stable,27,Fam189b,-63047,,,,,,,,
1,54872939,54873440,chr1-54872939-54873440,Stable,Stable,Stable,27,Hspe1,214692,,,,,,,,
12,52009891,52010832,chr12-52009891-52010832,Stable,Stable,Stable,27,Heatr5a,-134020,,,,,,,,
4,13716217,13716718,chr4-13716217-13716718,Stable,Stable,Stable,27,Runx1t1,26718,,,,,,,,
13,89548184,89548685,chr13-89548184-89548685,Stable,Stable,Stable,27,Vcan,106627,,,,,,,,
2,52005420,52005921,chr2-52005420-52005921,Stable,Stable,Stable,27,Tnfaip6,32088,,,,,,,,
2,167834499,167835000,chr2-167834499-167835000,Stable,Stable,Stable,27,Ripor3,145164,,,,,,,,
17,26885999,26886500,chr17-26885999-26886500,Stable,Stable,Stable,27,Kifc5b,30591,,,,,,,,
19,12484110,12484611,chr19-12484110-12484611,Stable,Stable,Stable,27,Fam111a,61129,,,,,,,,
15,98968928,98969429,chr15-98968928-98969429,Stable,Stable,Stable,27,Troap,105146,,,,,,,,
8,11002617,11003118,chr8-11002617-11003118,Stable,Stable,Stable,27,Col4a1,195305,,,,,,,,
14,25533011,25533512,chr14-25533011-25533512,Stable,Closing,Stable,24,Zcchc24,178130,,,,,,,,
17,12742124,12742817,chr17-12742124-12742817,Stable,Stable,Stable,27,Igf2r,-59718,,,,,,,,
17,67975982,67976483,chr17-67975982-67976483,Stable,Stable,Stable,27,Arhgap28,-133269,,,,,,,,
4,124802144,124802645,chr4-124802144-124802645,Stable,Stable,Stable,27,Cdca8,115820,,,,,,,,
10,12550072,12550573,chr10-12550072-12550573,Stable,Stable,Stable,27,Utrn,-167884,,,,,,,,
18,5068505,5069006,chr18-5068505-5069006,Stable,Stable,Stable,27,Svil,-147965,,,,,,,,
7,80069294,80070103,chr7-80069294-80070103,Stable,Stable,Stable,27,Prc1,224347,,,,,,,,
18,75018549,75019050,chr18-75018549-75019050,Stable,Stable,Stable,27,Rpl17,-19991,,,,,,,,
2,60863823,60865116,chr2-60863823-60865116,Stable,Stable,Stable,27,Rbms1,-113630,,,,,,,,
7,137681499,137682115,chr7-137681499-137682115,Stable,Closing,Stable,24,Glrx3,-243885,,,,,,,,
4,89162430,89162931,chr4-89162430-89162931,Stable,Closing,Stable,24,Mtap,-25308,,,,,,,,
3,69198244,69198745,chr3-69198244-69198745,Stable,Opening,Stable,21,Trim59,-162956,,,Smc4,-193506,,,,
6,83440986,83441908,chr6-83440986-83441908,Stable,Stable,Stable,27,Mob1a,-114970,,,,,,,,
11,102408397,102408898,chr11-102408397-102408898,Stable,Stable,Stable,27,Fzd2,195498,,,,,,,,
9,61965571,61966072,chr9-61965571-61966072,Stable,Stable,Stable,27,Kif23,-49666,,,,,,,,
11,69682363,69682864,chr11-69682363-69682864,Stable,Stable,Stable,27,Polr2a,51133,,,,,,,,
2,167777540,167778041,chr2-167777540-167778041,Stable,Stable,Stable,27,Ripor3,202123,,,,,,,,
5,144914404,144914905,chr5-144914404-144914905,Stable,Stable,Stable,27,Arpc1b,199310,,,,,,,,
2,128277594,128278305,chr2-128277594-128278305,Stable,Stable,Stable,27,Bcl2l11,-151556,,,,,,,,
18,12047917,12048418,chr18-12047917-12048418,Stable,Stable,Stable,27,Riok3,80323,,,,,,,,
3,159724479,159724980,chr3-159724479-159724980,Stable,Stable,Stable,27,Depdc1a,-229046,,,,,,,,
10,43973208,43973709,chr10-43973208-43973709,Stable,Stable,Stable,27,Qrsl1,-99020,,,,,,,,
1,57873799,57874300,chr1-57873799-57874300,Stable,Stable,Stable,27,Sgo2a,121671,,,,,,,,
2,25228473,25228974,chr2-25228473-25228974,Stable,Stable,Stable,27,Nrarp,-47715,,,,,,,,
3,96133438,96133939,chr3-96133438-96133939,Stable,Stable,Stable,27,BC028528,-249484,,,,,,,,
15,77820509,77821010,chr15-77820509-77821010,Stable,Stable,Stable,27,Myh9,-59922,,,,,,,,
17,26893197,26894054,chr17-26893197-26894054,Stable,Stable,Stable,27,Kifc5b,23037,,,,,,,,
7,134800015,134800516,chr7-134800015-134800516,Stable,Stable,Stable,27,Dock1,-129361,,,,,,,,
8,104107063,104107564,chr8-104107063-104107564,Stable,Stable,Stable,27,Cklf,143297,,,,,,,,
8,19161597,19162098,chr8-19161597-19162098,Stable,Stable,Stable,27,Xkr5,-228868,,,,,,,,
10,120388861,120389362,chr10-120388861-120389362,Stable,Stable,Stable,27,Hmga2,-27586,,,,,,,,
13,92584055,92584556,chr13-92584055-92584556,Stable,Stable,Stable,27,Thbs4,167034,,,Dhfr,-229329,,,,
12,51882817,51883318,chr12-51882817-51883318,Stable,Stable,Stable,27,Heatr5a,-6946,,,,,,,,
3,14874464,14874965,chr3-14874464-14874965,Stable,Stable,Stable,27,Car13,-232737,,,,,,,,
4,115936029,115936530,chr4-115936029-115936530,Stable,Stable,Stable,27,Rad54l,157734,,,,,,,,
13,73763385,73764091,chr13-73763385-73764091,Stable,Stable,Stable,27,Trip13,147256,,,,,,,,
13,104397818,104398319,chr13-104397818-104398319,Stable,Stable,Stable,27,Cenpk,-169207,,,,,,,,
8,10965265,10965766,chr8-10965265-10965766,Stable,Stable,Stable,27,Col4a1,232657,,,,,,,,
7,48749314,48749815,chr7-48749314-48749815,Stable,Stable,Stable,27,E2f8,116614,,,,,,,,
16,26234055,26234556,chr16-26234055-26234556,Stable,Stable,Stable,27,Cldn1,122086,,,,,,,,
8,46780963,46781464,chr8-46780963-46781464,Stable,Closing,Stable,24,Cenpu,-228935,,,,,,,,
3,107496302,107496803,chr3-107496302-107496803,Stable,Stable,Stable,27,Slc16a4,-205072,,,,,,,,
5,116031136,116031715,chr5-116031136-116031715,Stable,Stable,Stable,27,Cit,-185858,,,,,,,,
9,56118572,56119073,chr9-56118572-56119073,Stable,Stable,Stable,27,Peak1,82053,,,,,,,,
2,144247625,144248126,chr2-144247625-144248126,Stable,Stable,Stable,27,Snx5,1997,,,,,,,,
4,129671542,129672043,chr4-129671542-129672043,Stable,Stable,Stable,27,Ptp4a2,139176,,,,,,,,
3,88215212,88215713,chr3-88215212-88215713,Stable,Stable,Stable,27,Iqgap3,-133241,,,,,,,,
13,67375461,67375962,chr13-67375461-67375962,Stable,Stable,Stable,27,Zfp456,-13348,,,,,,,,
3,131963002,131963503,chr3-131963002-131963503,Stable,Stable,Stable,27,Dkk2,121789,,,,,,,,
7,19876190,19876691,chr7-19876190-19876691,Stable,Stable,Stable,27,Clptm1,-244619,,,,,,,,
14,20695630,20696131,chr14-20695630-20696131,Stable,Stable,Stable,27,Vcl,233267,,,,,,,,
19,5688638,5689470,chr19-5688638-5689470,Stable,Stable,Stable,27,Ehbp1l1,17906,,,,,,,,
7,49018697,49019198,chr7-49018697-49019198,Stable,Stable,Stable,27,E2f8,-152268,,,,,,,,
4,84488235,84488736,chr4-84488235-84488736,Stable,Stable,Stable,27,Bnc2,-213140,,,,,,,,
17,35980525,35981026,chr17-35980525-35981026,Stable,Stable,Stable,27,Ppp1r18,-114932,,,Mdc1,-139010,,,,
13,24781813,24782314,chr13-24781813-24782314,Stable,Stable,Stable,27,Gmnn,-29968,,,,,,,,
11,72926414,72926915,chr11-72926414-72926915,Stable,Stable,Stable,27,Haspin,208570,,,,,,,,
7,135608094,135608595,chr7-135608094-135608595,Stable,Closing,Stable,24,Mki67,81189,,,,,,,,
18,74950871,74951603,chr18-74950871-74951603,Stable,Stable,Stable,27,Rpl17,46955,,,,,,,,
13,23746399,23746900,chr13-23746399-23746900,Stable,Stable,Stable,27,Hist1h3f,-202347,,,,,,,,
11,103016889,103017390,chr11-103016889-103017390,Stable,Stable,Stable,27,Gjc1,-217310,,,,,,,,
11,80056080,80056581,chr11-80056080-80056581,Stable,Stable,Stable,27,Atad5,32819,,,,,,,,
10,128910512,128911013,chr10-128910512-128911013,Stable,Stable,Stable,27,Cdk2,-212573,,,,,,,,
16,95701974,95702787,chr16-95701974-95702787,Stable,Stable,Stable,27,Ets2,0,,,,,,,,
14,24500563,24501064,chr14-24500563-24501064,Stable,Opening,Stable,21,Rps24,-13438,,,,,,,,
18,41678480,41678981,chr18-41678480-41678981,Stable,Stable,Stable,27,Prelid2,196619,,,,,,,,
4,59374212,59374713,chr4-59374212-59374713,Stable,Stable,Stable,27,Ptbp3,97155,,,,,,,,
4,89372760,89373389,chr4-89372760-89373389,Stable,Stable,Stable,27,Mtap,-235638,,,,,,,,
4,57489810,57490311,chr4-57489810-57490311,Stable,Stable,Stable,27,Pakap,-55563,,,,,,,,
7,109592132,109592633,chr7-109592132-109592633,Stable,Stable,Stable,27,Rpl27a,-72985,,,,,,,,
17,66320603,66321104,chr17-66320603-66321104,Stable,Stable,Stable,27,Washc1,-209058,,,,,,,,
13,113509228,113509923,chr13-113509228-113509923,Stable,Stable,Stable,27,Snx18,82256,,,,,,,,
13,73822110,73822805,chr13-73822110-73822805,Stable,Stable,Stable,27,Trip13,88542,,,,,,,,
19,7054765,7055266,chr19-7054765-7055266,Stable,Stable,Stable,27,Vegfb,-72292,,,,,,,,
5,144963724,144964225,chr5-144963724-144964225,Stable,Stable,Stable,27,Arpc1b,149990,,,,,,,,
3,14679116,14679764,chr3-14679116-14679764,Stable,Stable,Stable,27,Car13,-37389,,,,,,,,
16,22076136,22076942,chr16-22076136-22076942,Stable,Stable,Stable,27,Igf2bp2,-17127,,,,,,,,
1,191352703,191353366,chr1-191352703-191353366,Stable,Stable,Stable,27,Dtl,183990,,,,,,,,
15,10386920,10387581,chr15-10386920-10387581,Stable,Stable,Stable,27,Rai14,181388,,,,,,,,
7,93095453,93095954,chr7-93095453-93095954,Stable,Stable,Stable,27,Ddias,-237928,,,,,,,,
2,70563551,70564052,chr2-70563551-70564052,Stable,Stable,Stable,27,Sp5,-88628,,,,,,,,
10,12489480,12489981,chr10-12489480-12489981,Stable,Stable,Stable,27,Utrn,-107292,,,,,,,,
12,116280788,116281289,chr12-116280788-116281289,Stable,Stable,Stable,27,Ncapg2,124113,,,,,,,,
15,102698098,102698599,chr15-102698098-102698599,Stable,Stable,Stable,27,Rpl39-ps,-63060,,,,,,,,
1,133610008,133610509,chr1-133610008-133610509,Stable,Stable,Stable,27,Zc3h11a,9353,,,,,,,,
4,133910755,133911256,chr4-133910755-133911256,Stable,Stable,Stable,27,Sh3bgrl3,216150,,,,,,,,
4,63993585,63994086,chr4-63993585-63994086,Stable,Stable,Stable,27,Tnc,-33800,,,,,,,,
6,49206405,49206906,chr6-49206405-49206906,Stable,Stable,Stable,27,Igf2bp3,-121182,,,Malsu1,-132610,,,,
4,123139551,123140052,chr4-123139551-123140052,Stable,Stable,Stable,27,Macf1,209581,,,,,,,,
13,63911803,63912304,chr13-63911803-63912304,Stable,Stable,Stable,27,Zfp367,220714,,,,,,,,
1,39281730,39282231,chr1-39281730-39282231,Stable,Stable,Stable,27,Rpl31,85611,,,,,,,,
5,127379258,127379759,chr5-127379258-127379759,Stable,Stable,Stable,27,Tmem132c,-137450,,,,,,,,
5,8312140,8312641,chr5-8312140-8312641,Stable,Stable,Stable,27,Dbf4,84332,,,,,,,,
7,118254351,118254852,chr7-118254351-118254852,Stable,Stable,Stable,27,Rps15a,-149979,,,,,,,,
11,78183202,78183703,chr11-78183202-78183703,Stable,Stable,Stable,27,Spag5,117826,,,,,,,,
8,46770893,46771394,chr8-46770893-46771394,Stable,Stable,Stable,27,Cenpu,-218865,,,,,,,,
14,65871344,65872007,chr14-65871344-65872007,Stable,Stable,Stable,27,Esco2,-52306,,,Pbk,-65507,,,,
9,89891644,89892145,chr9-89891644-89892145,Stable,Stable,Stable,27,Morf4l1,199520,,,,,,,,
7,66199197,66199698,chr7-66199197-66199698,Stable,Stable,Stable,27,Lrrk1,27214,,,,,,,,
1,149962774,149963275,chr1-149962774-149963275,Stable,Closing,Stable,24,Pla2g4a,-133156,,,,,,,,
8,26840275,26840977,chr8-26840275-26840977,Stable,Stable,Stable,27,Adgra2,244606,,,,,,,,
17,35702045,35702546,chr17-35702045-35702546,Stable,Stable,Stable,27,Mdc1,138969,,,Ppp1r18,163047,,,,
11,69527166,69527667,chr11-69527166-69527667,Stable,Stable,Stable,27,Chd3,-183893,,,Polr2a,206330,,,,
17,56487211,56487712,chr17-56487211-56487712,Stable,Stable,Stable,27,Uhrf1,-183890,,,,,,,,
1,93444783,93446037,chr1-93444783-93446037,Stable,Stable,Stable,27,Pask,-136013,,,,,,,,
4,3853521,3854022,chr4-3853521-3854022,Stable,Stable,Stable,27,Plag1,46974,,,,,,,,
15,57980774,57981275,chr15-57980774-57981275,Stable,Stable,Stable,27,Zhx1,65728,,,Atad2,112769,,,,
10,84450604,84451105,chr10-84450604-84451105,Stable,Stable,Stable,27,Ckap4,75200,,,,,,,,
16,49164338,49164919,chr16-49164338-49164919,Stable,Opening,Stable,21,Cip2a,-170153,,,,,,,,
2,152696680,152697181,chr2-152696680-152697181,Stable,Stable,Stable,27,Tpx2,150783,,,,,,,,
6,100875688,100876189,chr6-100875688-100876189,Stable,Stable,Stable,27,Gxylt2,-170954,,,,,,,,
7,92903563,92904064,chr7-92903563-92904064,Stable,Stable,Stable,27,Ddias,-46038,,,,,,,,
2,35613803,35614304,chr2-35613803-35614304,Stable,Stable,Stable,27,Ggta1,-213624,,,,,,,,
2,70471977,70472478,chr2-70471977-70472478,Stable,Stable,Stable,27,Sp5,2445,,,,,,,,
7,127769544,127770045,chr7-127769544-127770045,Stable,Stable,Stable,27,Fus,197412,,,,,,,,
2,119815035,119815536,chr2-119815035-119815536,Stable,Stable,Stable,27,Nusap1,-196737,,,Oip5,-205523,,,,
18,60613347,60613848,chr18-60613347-60613848,Stable,Closing,Stable,24,Synpo,-19374,,,,,,,,
4,11622604,11623105,chr4-11622604-11623105,Stable,Stable,Stable,27,Fsbp,-42939,,,Rad54b,-63682,Gem,81352,,
8,57428982,57429798,chr8-57428982-57429798,Stable,Stable,Stable,27,Hmgb2,82109,,,,,,,,
16,95602372,95602873,chr16-95602372-95602873,Stable,Stable,Stable,27,Ets2,99202,,,,,,,,
13,113595918,113596419,chr13-113595918-113596419,Stable,Stable,Stable,27,Snx18,-3739,,,,,,,,
7,66451749,66452250,chr7-66451749-66452250,Stable,Stable,Stable,27,Lrrk1,-224837,,,,,,,,
11,59624163,59624664,chr11-59624163-59624664,Stable,Stable,Stable,27,Mprip,36641,,,Zkscan17,-138643,,,,
7,132169495,132169996,chr7-132169495-132169996,Stable,Stable,Stable,27,Chst15,65784,,,,,,,,
10,44013827,44014328,chr10-44013827-44014328,Stable,Stable,Stable,27,Qrsl1,-139639,,,,,,,,
10,44043651,44044152,chr10-44043651-44044152,Stable,Stable,Stable,27,Qrsl1,-169463,,,,,,,,
11,69326028,69326529,chr11-69326028-69326529,Stable,Stable,Stable,27,Chd3,16744,,,,,,,,
8,18724545,18725046,chr8-18724545-18725046,Stable,Closing,Stable,24,Xkr5,207683,,,,,,,,
13,47193674,47194175,chr13-47193674-47194175,Stable,Stable,Stable,27,Dek,-108899,,,,,,,,
8,120536671,120537536,chr8-120536671-120537536,Stable,Stable,Stable,27,Gins2,41097,,,Cox4i1,130686,,,,
12,85110593,85111199,chr12-85110593-85111199,Stable,Stable,Stable,27,Dlst,0,,,,,,,,
9,21037430,21037931,chr9-21037430-21037931,Stable,Stable,Stable,27,Dnmt1,-130221,,,,,,,,
14,20997448,20997949,chr14-20997448-20997949,Stable,Stable,Stable,27,Vcl,-68050,,,,,,,,
11,69846190,69846985,chr11-69846190-69846985,Stable,Stable,Stable,27,Polr2a,-112193,,,,,,,,
4,11820387,11821307,chr4-11820387-11821307,Stable,Closing,Stable,24,Gem,-115930,,,Fsbp,-240722,,,,
8,22274545,22275046,chr8-22274545-22275046,Stable,Stable,Stable,27,Ckap2,-106385,,,,,,,,
17,40896954,40897455,chr17-40896954-40897455,Stable,Stable,Stable,27,Cenpq,25596,,,,,,,,
11,119053130,119053631,chr11-119053130-119053631,Stable,Stable,Stable,27,Cbx2,-30168,,,,,,,,
9,62026540,62027041,chr9-62026540-62027041,Stable,Stable,Stable,27,Kif23,-110635,,,,,,,,
4,131843232,131843733,chr4-131843232-131843733,Stable,Stable,Stable,27,Epb41,79680,,,,,,,,
10,128890556,128891057,chr10-128890556-128891057,Stable,Stable,Stable,27,Cdk2,-192617,,,,,,,,
6,115956807,115957308,chr6-115956807-115957308,Stable,Stable,Stable,27,Cand2,-182269,,,,,,,,
17,83201189,83201690,chr17-83201189-83201690,Stable,Closing,Stable,24,Eml4,149241,,,,,,,,
2,25255229,25255796,chr2-25255229-25255796,Stable,Opening,Stable,21,Nrarp,-74471,,,,,,,,
18,61360473,61361152,chr18-61360473-61361152,Stable,Stable,Stable,27,Slc26a2,-167554,,,,,,,,
11,69980182,69980869,chr11-69980182-69980869,Stable,Stable,Stable,27,Polr2a,-246185,,,,,,,,
7,19491719,19492220,chr7-19491719-19492220,Stable,Stable,Stable,27,Clptm1,139351,,,,,,,,
19,12573142,12573643,chr19-12573142-12573643,Stable,Stable,Stable,27,Fam111a,-27402,,,,,,,,
6,125275061,125275562,chr6-125275061-125275562,Stable,Stable,Stable,27,Ncapd2,-107054,,,,,,,,
3,101092822,101093323,chr3-101092822-101093323,Stable,Stable,Stable,27,Ttf2,-153962,,,,,,,,
2,153108258,153108759,chr2-153108258-153108759,Stable,Stable,Stable,27,Plagl2,119000,,,,,,,,
10,18005428,18005929,chr10-18005428-18005929,Stable,Stable,Stable,27,Abracl,5331,,,,,,,,
17,33981079,33981580,chr17-33981079-33981580,Stable,Stable,Stable,27,Kifc1,-105420,,,,,,,,
12,29937962,29938962,chr12-29937962-29938962,Stable,Stable,Stable,27,Pxdn,-354,,,,,,,,
7,19457698,19458416,chr7-19457698-19458416,Stable,Stable,Stable,27,Clptm1,173155,,,,,,,,
16,85393444,85393945,chr16-85393444-85393945,Stable,Stable,Stable,27,Cyyr1,27588,,,,,,,,
3,152259396,152260024,chr3-152259396-152260024,Stable,Stable,Stable,27,Nexn,-22414,,,,,,,,
12,29809435,29810266,chr12-29809435-29810266,Stable,Stable,Stable,27,Pxdn,127342,,,,,,,,
13,23756781,23757282,chr13-23756781-23757282,Stable,Stable,Stable,27,Hist1h3f,-212729,,,,,,,,
6,127151475,127151976,chr6-127151475-127151976,Stable,Stable,Stable,27,Ccnd2,-26313,,,Rad51ap1,-228425,,,,
13,23738653,23740030,chr13-23738653-23740030,Stable,Stable,Stable,27,Hist1h3f,-194601,,,,,,,,
14,78590337,78590838,chr14-78590337-78590838,Stable,Stable,Stable,27,Akap11,-98091,,,,,,,,
11,82914868,82915369,chr11-82914868-82915369,Stable,Stable,Stable,27,Slfn10-ps,112761,,,,,,,,
2,119322333,119322834,chr2-119322333-119322834,Stable,Stable,Stable,27,Rad51,-209540,,,,,,,,
5,72587164,72587665,chr5-72587164-72587665,Stable,Stable,Stable,27,Nipal1,60130,,,,,,,,
15,93337279,93337780,chr15-93337279-93337780,Stable,Stable,Stable,27,Gxylt1,-97537,,,,,,,,
15,102471010,102471511,chr15-102471010-102471511,Stable,Stable,Stable,27,Rpl39-ps,163527,,,,,,,,
9,106447353,106447854,chr9-106447353-106447854,Stable,Stable,Stable,27,Parp3,22468,,,,,,,,
2,18028537,18029038,chr2-18028537-18029038,Stable,Stable,Stable,27,Skida1,11638,,,,,,,,
3,132326989,132327490,chr3-132326989-132327490,Stable,Closing,Stable,24,Dkk2,-241697,,,,,,,,
3,159488914,159489415,chr3-159488914-159489415,Stable,Stable,Stable,27,Depdc1a,6018,,,,,,,,
15,102389278,102389779,chr15-102389278-102389779,Stable,Stable,Stable,27,Rpl39-ps,245259,,,,,,,,
1,71540395,71540896,chr1-71540395-71540896,Stable,Stable,Stable,27,Fn1,44624,,,,,,,,
13,49706171,49706672,chr13-49706171-49706672,Stable,Stable,Stable,27,Cenpp,-242148,,,,,,,,
11,117824430,117824931,chr11-117824430-117824931,Stable,Stable,Stable,27,Birc5,24320,,,,,,,,
9,21870982,21871483,chr9-21870982-21871483,Stable,Opening,Stable,21,Kank2,-104198,,,,,,,,
11,107794015,107794516,chr11-107794015-107794516,Stable,Opening,Stable,21,Prkca,138871,,,,,,,,
2,70262506,70263007,chr2-70262506-70263007,Stable,Stable,Stable,27,Sp5,211916,,,,,,,,
6,83572671,83573172,chr6-83572671-83573172,Stable,Stable,Stable,27,Mob1a,-246655,,,,,,,,
11,11832145,11832646,chr11-11832145-11832646,Stable,Stable,Stable,27,Fignl1,-44714,,,Grb10,97862,,,,
9,122701576,122702077,chr9-122701576-122702077,Stable,Stable,Stable,27,Kif15,248969,,,,,,,,
11,117994133,117994634,chr11-117994133-117994634,Stable,Stable,Stable,27,Birc5,-144882,,,,,,,,
6,87597484,87597985,chr6-87597484-87597985,Stable,Stable,Stable,27,Aplf,30439,,,,,,,,
3,36442304,36443123,chr3-36442304-36443123,Stable,Stable,Stable,27,Ccna2,121742,,,,,,,,
5,24529980,24530481,chr5-24529980-24530481,Stable,Stable,Stable,27,Chpf2,56260,,,,,,,,
9,64066766,64067267,chr9-64066766-64067267,Stable,Stable,Stable,27,Zwilch,69877,,,Tipin,214314,,,,
2,25098041,25098542,chr2-25098041-25098542,Stable,Closing,Stable,24,Nrarp,82216,,,,,,,,
9,22156728,22157229,chr9-22156728-22157229,Stable,Stable,Stable,27,Anln,174783,,,,,,,,
2,157204419,157204920,chr2-157204419-157204920,Stable,Stable,Stable,27,Rbl1,-58526,,,Dsn1,-209154,,,,
17,35737717,35738218,chr17-35737717-35738218,Stable,Stable,Stable,27,Mdc1,103297,,,Ppp1r18,127375,,,,
9,110071793,110072294,chr9-110071793-110072294,Stable,Stable,Stable,27,Smarcc1,45414,,,Map4,-140333,Cdc25a,-196214,,
7,19589335,19590263,chr7-19589335-19590263,Stable,Stable,Stable,27,Clptm1,41308,,,,,,,,
2,84249921,84250422,chr2-84249921-84250422,Stable,Stable,Stable,27,Calcrl,80204,,,Tfpi,182433,,,,
4,64023846,64024347,chr4-64023846-64024347,Stable,Stable,Stable,27,Tnc,-64061,,,,,,,,
7,49082683,49083184,chr7-49082683-49083184,Stable,Stable,Stable,27,E2f8,-216254,,,,,,,,
4,64142381,64142882,chr4-64142381-64142882,Stable,Stable,Stable,27,Tnc,-182596,,,,,,,,
13,43847140,43847641,chr13-43847140-43847641,Stable,Stable,Stable,27,Cd83,-62365,,,,,,,,
2,32908276,32908777,chr2-32908276-32908777,Stable,Stable,Stable,27,Rpl12,52782,,,,,,,,
6,86051969,86052470,chr6-86051969-86052470,Stable,Stable,Stable,27,Dusp11,-109701,,,,,,,,
10,30419485,30419986,chr10-30419485-30419986,Stable,Stable,Stable,27,Cenpw,-224916,,,,,,,,
15,77806604,77807105,chr15-77806604-77807105,Stable,Stable,Stable,27,Myh9,-46017,,,,,,,,
11,69579901,69580543,chr11-69579901-69580543,Stable,Stable,Stable,27,Polr2a,153454,,,Chd3,-236628,,,,
11,78344778,78345279,chr11-78344778-78345279,Stable,Stable,Stable,27,Spag5,-43249,,,,,,,,
8,13411558,13412059,chr8-13411558-13412059,Stable,Stable,Stable,27,Rasa3,154889,,,,,,,,
11,68967760,68968261,chr11-68967760-68968261,Stable,Stable,Stable,27,Aurkb,77386,,,,,,,,
12,85201328,85202010,chr12-85201328-85202010,Stable,Stable,Stable,27,Dlst,-90495,,,,,,,,
7,19443356,19443857,chr7-19443356-19443857,Stable,Stable,Stable,27,Clptm1,187714,,,,,,,,
10,127165879,127166380,chr10-127165879-127166380,Stable,Stable,Stable,27,Ctdsp2,-187162,,,,,,,,
