Chr,Start,End,Peak-name,T1-vs-T0 Peak Status,T2-vs-T1 Peak Status,T2-vs-T0 Peak Status,Overall Trend,Gene symbol - closest DE gene,Distance to nearest DE gene,Peak class for CLOSEST DE gene,upstream or downstream,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene,,,,
7,62376922,62377423,chr7-62376922-62377423,Stable,Stable,Stable,27,Peg12,84448,,,,,,,,,,
11,82931946,82932447,chr11-82931946-82932447,Stable,Stable,Stable,27,Slfn9,45943,,,,,,,,,,
17,85873981,85874482,chr17-85873981-85874482,Stable,Opening,Stable,21,Six2,-189704,,,,,,,,,,
9,107872542,107873043,chr9-107872542-107873043,Stable,Stable,Stable,27,Traip,77093,,,Uba7,102462,,,,,,
2,84855613,84856114,chr2-84855613-84856114,Stable,Stable,Stable,27,Slc43a3,80465,,,Selenoh,-186398,,,,,,
11,102335115,102335616,chr11-102335115-102335616,Stable,Stable,Stable,27,BC030867,-86233,,,,,,,,,,
19,10266310,10266811,chr19-10266310-10266811,Stable,Stable,Stable,27,Fen1,-67178,,,,,,,,,,
13,22015669,22016170,chr13-22015669-22016170,Stable,Stable,Stable,27,Hist1h2ap,-182643,,,Hist1h1b,-235786,,,,,,
15,85001290,85001791,chr15-85001290-85001791,Stable,Stable,Stable,27,Fbln1,204158,,,,,,,,,,
13,85310914,85311972,chr13-85310914-85311972,Stable,Stable,Stable,27,Ccnh,-121506,,,,,,,,,,
11,33099400,33100195,chr11-33099400-33100195,Stable,Stable,Stable,27,Npm1,52092,,,,,,,,,,
6,86438266,86438767,chr6-86438266-86438767,Stable,Stable,Stable,27,Snrpg,-66962,,,,,,,,,,
11,79254356,79254857,chr11-79254356-79254857,Stable,Stable,Stable,27,Wsb1,-14984,,,,,,,,,,
11,101226182,101226683,chr11-101226182-101226683,Stable,Stable,Stable,27,Rpl27,215615,,,,,,,,,,
10,61399273,61399774,chr10-61399273-61399774,Stable,Stable,Stable,27,Adamts14,-202161,,,,,,,,,,
15,98870950,98871451,chr15-98870950-98871451,Stable,Stable,Stable,27,Troap,203124,,,,,,,,,,
14,20891868,20892369,chr14-20891868-20892369,Stable,Stable,Stable,27,Sec24c,-217560,,,,,,,,,,
2,172477788,172478289,chr2-172477788-172478289,Stable,Stable,Stable,27,Tfap2c,71304,,,Aurka,-121598,,,,,,
15,78773287,78773788,chr15-78773287-78773788,Stable,Stable,Stable,27,Sh3bp1,125980,,,Lgals1,152937,,,,,,
18,61058760,61059261,chr18-61058760-61059261,Stable,Stable,Stable,27,Ppargc1b,238875,,,,,,,,,,
18,56814002,56814503,chr18-56814002-56814503,Stable,Stable,Stable,27,Lmnb1,-106189,,,,,,,,,,
3,107758733,107759234,chr3-107758733-107759234,Stable,Stable,Stable,27,Alx3,-163702,,,Gstm2,222468,,,,,,
5,143048384,143048885,chr5-143048384-143048885,Stable,Closing,Stable,24,Fscn1,-88041,,,Actb,-145269,,,,,,
19,59260791,59261292,chr19-59260791-59261292,Stable,Stable,Stable,27,Rps12-ps3,61079,,,,,,,,,,
1,135659446,135660340,chr1-135659446-135660340,Stable,Stable,Stable,27,Csrp1,59721,,,,,,,,,,
16,4913613,4914114,chr16-4913613-4914114,Stable,Stable,Stable,27,Nmral1,-203554,,,,,,,,,,
1,88428280,88429226,chr1-88428280-88429226,Stable,Stable,Stable,27,Dnajb3,-223548,,,,,,,,,,
15,38922925,38923426,chr15-38922925-38923426,Stable,Stable,Stable,27,Cthrc1,153506,,,,,,,,,,
8,75234071,75234765,chr8-75234071-75234765,Stable,Stable,Stable,27,Mcm5,-124502,,,,,,,,,,
9,108827009,108827510,chr9-108827009-108827510,Stable,Stable,Stable,27,Col7a1,126076,,,,,,,,,,
8,70656230,70656731,chr8-70656230-70656731,Stable,Stable,Stable,27,Kxd1,-147958,,,,,,,,,,
9,30896683,30897184,chr9-30896683-30897184,Stable,Stable,Stable,27,St14,192218,,,,,,,,,,
5,142961233,142961734,chr5-142961233-142961734,Stable,Stable,Stable,27,Fscn1,-890,,,Actb,-58118,,,,,,
15,34412394,34412895,chr15-34412394-34412895,Stable,Stable,Stable,27,Rpl30,27610,,,,,,,,,,
9,65435585,65436197,chr9-65435585-65436197,Stable,Stable,Stable,27,Plekho2,116501,,,Pif1,150963,,,,,,
2,163596266,163596767,chr2-163596266-163596767,Stable,Stable,Stable,27,Ada,129817,,,,,,,,,,
2,163101438,163101939,chr2-163101438-163101939,Stable,Stable,Stable,27,Mybl2,-46751,,,,,,,,,,
1,90956567,90957068,chr1-90956567-90957068,Stable,Stable,Stable,27,Col6a3,-190644,,,,,,,,,,
5,33393752,33394253,chr5-33393752-33394253,Stable,Stable,Stable,27,Spon2,-195568,,,,,,,,,,
15,75703981,75704482,chr15-75703981-75704482,Stable,Stable,Stable,27,Gsdmd,157845,,,Eef1d,189723,,,,,,
2,35257595,35258096,chr2-35257595-35258096,Stable,Stable,Stable,27,Ggta1,142083,,,,,,,,,,
5,143066364,143066865,chr5-143066364-143066865,Stable,Stable,Stable,27,Fscn1,-106021,,,Actb,-163249,,,,,,
2,35265303,35265804,chr2-35265303-35265804,Stable,Stable,Stable,27,Ggta1,134375,,,,,,,,,,
15,66961517,66962018,chr15-66961517-66962018,Stable,Stable,Stable,27,St3gal1,140857,,,,,,,,,,
2,4883053,4883554,chr2-4883053-4883554,Stable,Stable,Stable,27,Mcm10,106160,,,,,,,,,,
15,78664372,78664873,chr15-78664372-78664873,Stable,Closing,Stable,24,Sh3bp1,234895,,,,,,,,,,
10,76734943,76735444,chr10-76734943-76735444,Stable,Stable,Stable,27,Lss,-203355,,,,,,,,,,
13,73727526,73728027,chr13-73727526-73728027,Stable,Stable,Stable,27,Trip13,183320,,,,,,,,,,
11,16769533,16770034,chr11-16769533-16770034,Stable,Stable,Stable,27,Fbxo48,181341,,,,,,,,,,
10,120226928,120227429,chr10-120226928-120227429,Stable,Stable,Stable,27,Helb,-143320,,,,,,,,,,
10,41595022,41595523,chr10-41595022-41595523,Stable,Stable,Stable,27,Mical1,-118708,,,,,,,,,,
3,122662335,122662836,chr3-122662335-122662836,Stable,Stable,Stable,27,Pde5a,66111,,,,,,,,,,
10,128188334,128188835,chr10-128188334-128188835,Stable,Stable,Stable,27,Timeless,43230,,,Rbms2,-56776,Prim1,-173166,Ankrd52,188280,,
11,103101894,103102395,chr11-103101894-103102395,Stable,Stable,Stable,27,Kif18b,-196365,,,,,,,,,,
9,56891407,56891984,chr9-56891407-56891984,Stable,Stable,Stable,27,Man2c1,238706,,,,,,,,,,
17,35866957,35867458,chr17-35866957-35867458,Stable,Stable,Stable,27,Nrm,-5639,,,Tubb5,-33036,,,,,,
4,44065619,44066120,chr4-44065619-44066120,Stable,Stable,Stable,27,Glipr2,-108218,,,,,,,,,,
12,17253114,17253615,chr12-17253114-17253615,Stable,Opening,Stable,21,Pdia6,12930,,,,,,,,,,
10,55980000,55980714,chr10-55980000-55980714,Stable,Stable,Stable,27,Msl3l2,126203,,,,,,,,,,
19,9061189,9061690,chr19-9061189-9061690,Stable,Stable,Stable,27,Ahnak,-71905,,,Pcna-ps2,221690,,,,,,
9,64084335,64084836,chr9-64084335-64084836,Stable,Stable,Stable,27,Rpl4,88539,,,,,,,,,,
2,30676800,30677753,chr2-30676800-30677753,Stable,Stable,Stable,27,Ier5l,-205263,,,,,,,,,,
4,139075319,139075820,chr4-139075319-139075820,Stable,Stable,Stable,27,Capzb,117079,,,,,,,,,,
4,137578133,137578634,chr4-137578133-137578634,Stable,Stable,Stable,27,Hspg2,-109364,,,,,,,,,,
12,104431314,104431815,chr12-104431314-104431815,Stable,Stable,Stable,27,Serpina3i,-168192,,,Serpina3g,-195069,,,,,,
16,19906957,19907700,chr16-19906957-19907700,Stable,Stable,Stable,27,Yeats2,233363,,,,,,,,,,
17,35739599,35740239,chr17-35739599-35740239,Stable,Opening,Stable,21,Tubb5,93682,,,Nrm,121079,Tcf19,-226865,,,,
2,24871022,24871523,chr2-24871022-24871523,Stable,Stable,Stable,27,Gm13370,114461,,,,,,,,,,
4,116788772,116789273,chr4-116788772-116789273,Stable,Stable,Stable,27,Mutyh,18450,,,Nasp,-187720,,,,,,
16,4823346,4824003,chr16-4823346-4824003,Stable,Stable,Stable,27,Nmral1,-113287,,,,,,,,,,
11,102244965,102245466,chr11-102244965-102245466,Stable,Stable,Stable,27,BC030867,3416,,,,,,,,,,
11,48874530,48875031,chr11-48874530-48875031,Stable,Stable,Stable,27,Rack1,-74198,,,Tgtp1,110296,Ifi47,201556,,,,
11,55097818,55098319,chr11-55097818-55098319,Stable,Stable,Stable,27,Anxa6,-118710,,,,,,,,,,
4,152351837,152352338,chr4-152351837-152352338,Stable,Stable,Stable,27,Rpl22,-26095,,,,,,,,,,
8,22302896,22303397,chr8-22302896-22303397,Stable,Stable,Stable,27,Vps36,-110087,,,Ckap2,-134736,,,,,,
2,151894148,151894901,chr2-151894148-151894901,Stable,Stable,Stable,27,Fam110a,74497,,,,,,,,,,
18,56737266,56737767,chr18-56737266-56737767,Stable,Stable,Stable,27,Lmnb1,-29453,,,,,,,,,,
6,33060016,33060517,chr6-33060016-33060517,Stable,Stable,Stable,27,Exoc4,188568,,,,,,,,,,
11,71033074,71033575,chr11-71033074-71033575,Stable,Stable,Stable,27,Derl2,-25910,,,,,,,,,,
15,102405569,102406070,chr15-102405569-102406070,Stable,Stable,Stable,27,Aaas,-67317,,,Espl1,-109303,,,,,,
6,34176672,34177173,chr6-34176672-34177173,Stable,Stable,Stable,27,Akr1b8,176946,,,,,,,,,,
2,130469422,130469923,chr2-130469422-130469923,Stable,Stable,Stable,27,Cpxm1,-78647,,,,,,,,,,
13,33050964,33051465,chr13-33050964-33051465,Stable,Stable,Stable,27,Serpinb1a,-208872,,,,,,,,,,
14,75726997,75727498,chr14-75726997-75727498,Stable,Stable,Stable,27,Tpt1,117595,,,,,,,,,,
9,57076677,57077178,chr9-57076677-57077178,Stable,Stable,Stable,27,Man2c1,53512,,,,,,,,,,
10,90753007,90753508,chr10-90753007-90753508,Stable,Stable,Stable,27,Apaf1,235803,,,,,,,,,,
4,116123538,116124039,chr4-116123538-116124039,Stable,Stable,Stable,27,Rad54l,-29274,,,,,,,,,,
15,97195681,97196182,chr15-97195681-97196182,Stable,Stable,Stable,27,Slc38a4,-200861,,,,,,,,,,
2,132029399,132029900,chr2-132029399-132029900,Stable,Stable,Stable,27,Pcna,219262,,,,,,,,,,
15,98985464,98985965,chr15-98985464-98985965,Stable,Stable,Stable,27,Troap,88610,,,,,,,,,,
7,49544879,49545380,chr7-49544879-49545380,Stable,Stable,Stable,27,Htatip2,213735,,,,,,,,,,
11,78751363,78751864,chr11-78751363-78751864,Stable,Stable,Stable,27,Lgals9,211110,,,,,,,,,,
17,25133256,25133757,chr17-25133256-25133757,Stable,Stable,Stable,27,Jpt2,-195837,,,,,,,,,,
11,75102718,75103219,chr11-75102718-75103219,Stable,Stable,Stable,27,Rpa1,194947,,,,,,,,,,
6,135040140,135040641,chr6-135040140-135040641,Stable,Stable,Stable,27,Gprc5a,25010,,,Hebp1,96881,,,,,,
16,49722652,49723629,chr16-49722652-49723629,Stable,Stable,Stable,27,Cd47,76904,,,,,,,,,,
1,191075429,191075930,chr1-191075429-191075930,Stable,Stable,Stable,27,Nsl1,-12417,,,,,,,,,,
4,137287166,137287667,chr4-137287166-137287667,Stable,Stable,Stable,27,Hspg2,181102,,,,,,,,,,
3,98178286,98178787,chr3-98178286-98178787,Stable,Stable,Stable,27,Hmgcs2,101648,,,,,,,,,,
2,25533886,25534627,chr2-25533886-25534627,Stable,Stable,Stable,27,Sapcd2,-161565,,,Uap1l1,-173997,,,,,,
1,183144615,183145116,chr1-183144615-183145116,Stable,Closing,Stable,24,Aida,151474,,,,,,,,,,
14,27351617,27352118,chr14-27351617-27352118,Stable,Closing,Stable,24,Arhgef3,-236718,,,,,,,,,,
19,10395132,10395633,chr19-10395132-10395633,Stable,Stable,Stable,27,Fen1,-196000,,,,,,,,,,
3,9779460,9780142,chr3-9779460-9780142,Stable,Stable,Stable,27,Fabp5,232406,,,,,,,,,,
17,27839818,27840319,chr17-27839818-27840319,Stable,Stable,Stable,27,Rps10,-209400,,,,,,,,,,
4,152434934,152435435,chr4-152434934-152435435,Stable,Stable,Stable,27,Rpl22,-109192,,,,,,,,,,
9,104262759,104263260,chr9-104262759-104263260,Stable,Stable,Stable,27,Ackr4,-178602,,,,,,,,,,
2,164832957,164834784,chr2-164832957-164834784,Stable,Stable,Stable,27,Ube2c,-63059,,,,,,,,,,
17,83525635,83526136,chr17-83525635-83526136,Stable,Stable,Stable,27,Cox7a2l,-23717,,,,,,,,,,
1,70853368,70853869,chr1-70853368-70853869,Stable,Stable,Stable,27,Bard1,173629,,,,,,,,,,
11,32221311,32221812,chr11-32221311-32221812,Stable,Stable,Stable,27,Mpg,4693,,,Sh3pxd2b,126008,,,,,,
8,70667024,70667525,chr8-70667024-70667525,Stable,Stable,Stable,27,Kxd1,-158752,,,,,,,,,,
7,120677820,120678321,chr7-120677820-120678321,Stable,Stable,Stable,27,Polr3e,239423,,,,,,,,,,
16,85624324,85624825,chr16-85624324-85624825,Stable,Stable,Stable,27,Gm6278,19427,,,Adamts1,169002,,,,,,
4,136069921,136070504,chr4-136069921-136070504,Stable,Stable,Stable,27,Tcea3,177225,,,,,,,,,,
11,78785919,78786420,chr11-78785919-78786420,Stable,Opening,Stable,21,Lgals9,176554,,,,,,,,,,
5,142723467,142723968,chr5-142723467-142723968,Stable,Stable,Stable,27,Actb,179147,,,Fscn1,236375,,,,,,
2,126996667,126997168,chr2-126996667-126997168,Stable,Stable,Stable,27,Blvra,73497,,,Sppl2a,-106276,Ncaph,106641,,,,
5,134746934,134747435,chr5-134746934-134747435,Stable,Stable,Stable,27,Rfc2,-165568,,,,,,,,,,
3,89279413,89279914,chr3-89279413-89279914,Stable,Stable,Stable,27,Efna4,53476,,,Cks1b,135558,,,,,,
4,11918373,11918874,chr4-11918373-11918874,Stable,Stable,Stable,27,Cdh17,-160226,,,,,,,,,,
3,104943329,104943830,chr3-104943329-104943830,Stable,Stable,Stable,27,Mov10,-148493,,,,,,,,,,
5,142804246,142804747,chr5-142804246-142804747,Stable,Stable,Stable,27,Actb,98368,,,Fscn1,155596,,,,,,
13,32852988,32853489,chr13-32852988-32853489,Stable,Stable,Stable,27,Serpinb1a,-10896,,,,,,,,,,
15,78851705,78852365,chr15-78851705-78852365,Stable,Stable,Stable,27,Sh3bp1,47403,,,Lgals1,74360,,,,,,
9,75654455,75654956,chr9-75654455-75654956,Stable,Stable,Stable,27,Bmp5,120408,,,,,,,,,,
6,115853278,115853779,chr6-115853278-115853779,Stable,Stable,Stable,27,Rpl32,-47773,,,,,,,,,,
2,163823074,163824051,chr2-163823074-163824051,Stable,Stable,Stable,27,Ada,-96490,,,,,,,,,,
7,45366096,45366597,chr7-45366096-45366597,Stable,Stable,Stable,27,Rpl13a,-240538,,,Rps11,-243717,,,,,,
13,22035393,22036074,chr13-22035393-22036074,Stable,Stable,Stable,27,Hist1h2ap,-202367,,,,,,,,,,
2,154476980,154477481,chr2-154476980-154477481,Stable,Stable,Stable,27,E2f1,81926,,,,,,,,,,
8,123253567,123254613,chr8-123253567-123254613,Stable,Stable,Stable,27,Fanca,13687,,,,,,,,,,
16,17222090,17222591,chr16-17222090-17222591,Stable,Stable,Stable,27,2610318N02Rik,-108692,,,,,,,,,,
6,66401421,66402207,chr6-66401421-66402207,Stable,Stable,Stable,27,Mad2l1,133183,,,,,,,,,,
10,128565869,128566370,chr10-128565869-128566370,Stable,Stable,Stable,27,Rpl41,-17755,,,Esyt1,-55904,Ankrd52,-188754,,,,
7,144798402,144798903,chr7-144798402-144798903,Stable,Stable,Stable,27,Ccnd1,131028,,,,,,,,,,
4,145774180,145774949,chr4-145774180-145774949,Stable,Stable,Stable,27,Gm13212,-189014,,,,,,,,,,
7,118297535,118298036,chr7-118297535-118298036,Stable,Stable,Stable,27,Rps15a,-193163,,,,,,,,,,
11,72132451,72132952,chr11-72132451-72132952,Stable,Stable,Stable,27,Pimreg,-90419,,,,,,,,,,
1,120171673,120172174,chr1-120171673-120172174,Stable,Stable,Stable,27,Tmem37,-104296,,,,,,,,,,
18,66520002,66520594,chr18-66520002-66520594,Stable,Stable,Stable,27,Pmaip1,-61469,,,,,,,,,,
14,54553972,54554473,chr14-54553972-54554473,Stable,Stable,Stable,27,Haus4,-12187,,,,,,,,,,
6,108592617,108593118,chr6-108592617-108593118,Stable,Stable,Stable,27,Edem1,235523,,,,,,,,,,
12,112746739,112747240,chr12-112746739-112747240,Stable,Stable,Stable,27,Ahnak2,24954,,,Cdca4,72989,Siva1,-102060,,,,
12,8811441,8811942,chr12-8811441-8811942,Stable,Stable,Stable,27,Sdc1,-40118,,,,,,,,,,
2,154538732,154539233,chr2-154538732-154539233,Stable,Stable,Stable,27,E2f1,20174,,,,,,,,,,
3,28968774,28969275,chr3-28968774-28969275,Stable,Stable,Stable,27,Rpl22l1,-163338,,,,,,,,,,
15,59615232,59615733,chr15-59615232-59615733,Stable,Stable,Stable,27,Nsmce2,-240985,,,,,,,,,,
11,49250428,49250929,chr11-49250428-49250929,Stable,Stable,Stable,27,Ifi47,-173841,,,,,,,,,,
3,149042497,149043250,chr3-149042497-149043250,Stable,Stable,Stable,27,Adgrl2,-226914,,,,,,,,,,
10,111813669,111814170,chr10-111813669-111814170,Stable,Stable,Stable,27,Glipr1,171278,,,,,,,,,,
9,122846075,122846576,chr9-122846075-122846576,Stable,Stable,Stable,27,Kif15,104470,,,,,,,,,,
2,24181861,24182362,chr2-24181861-24182362,Stable,Stable,Stable,27,Il1rn,154491,,,,,,,,,,
12,95575364,95575865,chr12-95575364-95575865,Stable,Stable,Stable,27,Flrt2,116361,,,,,,,,,,
3,87795463,87795964,chr3-87795463-87795964,Stable,Stable,Stable,27,Crabp2,152702,,,,,,,,,,
19,10112811,10113312,chr19-10112811-10113312,Stable,Stable,Stable,27,Fen1,85820,,,Incenp,-240515,,,,,,
12,8961570,8962071,chr12-8961570-8962071,Stable,Stable,Stable,27,Sdc1,-190247,,,,,,,,,,
12,24096879,24097551,chr12-24096879-24097551,Stable,Stable,Stable,27,9030624G23Rik,-53677,,,,,,,,,,
2,172728343,172728844,chr2-172728343-172728844,Stable,Stable,Stable,27,Tfap2c,-178750,,,,,,,,,,
16,89952669,89953170,chr16-89952669-89953170,Stable,Stable,Stable,27,Tiam1,-165558,,,,,,,,,,
9,71215804,71216305,chr9-71215804-71216305,Stable,Stable,Stable,27,Aldh1a2,-15,,,,,,,,,,
17,26090142,26090643,chr17-26090142-26090643,Stable,Stable,Stable,27,Nme4,1091,,,,,,,,,,
19,5956560,5957061,chr19-5956560-5957061,Stable,Stable,Stable,27,Tm7sf2,105760,,,Cdca5,127922,,,,,,
11,55039512,55040013,chr11-55039512-55040013,Stable,Stable,Stable,27,Anxa6,-60404,,,,,,,,,,
2,132212259,132212760,chr2-132212259-132212760,Stable,Stable,Stable,27,Pcna,36402,,,,,,,,,,
2,121456987,121457488,chr2-121456987-121457488,Stable,Stable,Stable,27,Serf2,-7792,,,,,,,,,,
19,6015399,6015900,chr19-6015399-6015900,Stable,Stable,Stable,27,Tm7sf2,46921,,,Cdca5,69083,,,,,,
2,60963502,60964003,chr2-60963502-60964003,Stable,Stable,Stable,27,Rbms1,-213309,,,,,,,,,,
7,122251517,122252018,chr7-122251517-122252018,Stable,Stable,Stable,27,Plk1,-92078,,,,,,,,,,
4,3937993,3938494,chr4-3937993-3938494,Stable,Stable,Stable,27,Rps20,-106659,,,Penk,195037,,,,,,
15,73512164,73513126,chr15-73512164-73513126,Stable,Stable,Stable,27,Gpr20,181478,,,,,,,,,,
6,51379175,51379947,chr6-51379175-51379947,Stable,Stable,Stable,27,Hnrnpa2b1,80985,,,,,,,,,,
1,190902577,190903078,chr1-190902577-190903078,Stable,Stable,Stable,27,Nsl1,159934,,,,,,,,,,
11,102446355,102447077,chr11-102446355-102447077,Stable,Stable,Stable,27,BC030867,-197473,,,,,,,,,,
11,102892892,102893393,chr11-102892892-102893393,Stable,Stable,Stable,27,Kif18b,12136,,,,,,,,,,
5,122128948,122129449,chr5-122128948-122129449,Stable,Stable,Stable,27,Hvcn1,77355,,,,,,,,,,
6,135148583,135149084,chr6-135148583-135149084,Stable,Stable,Stable,27,Hebp1,-11061,,,Gprc5a,-82932,,,,,,
4,86937077,86937578,chr4-86937077-86937578,Stable,Stable,Stable,27,Rps6,-82417,,,,,,,,,,
3,10106681,10107358,chr3-10106681-10107358,Stable,Stable,Stable,27,Fabp5,-94133,,,,,,,,,,
16,85988413,85988914,chr16-85988413-85988914,Stable,Stable,Stable,27,Adamts1,-194586,,,,,,,,,,
11,32286820,32287321,chr11-32286820-32287321,Stable,Stable,Stable,27,Mpg,-60315,,,Sh3pxd2b,60499,,,,,,
15,75820790,75821291,chr15-75820790-75821291,Stable,Stable,Stable,27,Gsdmd,41036,,,Eef1d,72914,,,,,,
1,119929652,119930153,chr1-119929652-119930153,Stable,Stable,Stable,27,Tmem37,137224,,,,,,,,,,
4,126321326,126321827,chr4-126321326-126321827,Stable,Stable,Stable,27,Clspn,235108,,,,,,,,,,
9,65605413,65605914,chr9-65605413-65605914,Stable,Stable,Stable,27,Pif1,-18253,,,Plekho2,-52715,,,,,,
11,79340247,79340748,chr11-79340247-79340748,Stable,Stable,Stable,27,Wsb1,-100875,,,,,,,,,,
14,54449090,54449591,chr14-54449090-54449591,Stable,Stable,Stable,27,Haus4,92194,,,,,,,,,,
3,88477709,88478343,chr3-88477709-88478343,Stable,Stable,Stable,27,Mex3a,54052,,,,,,,,,,
5,110493823,110494324,chr5-110493823-110494324,Stable,Opening,Stable,21,Pole,-207517,,,,,,,,,,
11,102027179,102027680,chr11-102027179-102027680,Stable,Stable,Stable,27,BC030867,221202,,,,,,,,,,
16,89699668,89700169,chr16-89699668-89700169,Stable,Stable,Stable,27,Tiam1,86942,,,,,,,,,,
18,36525459,36525960,chr18-36525459-36525960,Stable,Stable,Stable,27,Slc35a4,153255,,,,,,,,,,
1,170613134,170613635,chr1-170613134-170613635,Stable,Stable,Stable,27,Olfml2b,30897,,,,,,,,,,
7,80660542,80661043,chr7-80660542-80661043,Stable,Stable,Stable,27,Blm,-205809,,,,,,,,,,
4,129928331,129928832,chr4-129928331-129928832,Stable,Stable,Stable,27,Tinagl1,235622,,,,,,,,,,
11,115708557,115709175,chr11-115708557-115709175,Stable,Stable,Stable,27,Nup85,-144123,,,,,,,,,,
3,87907301,87907802,chr3-87907301-87907802,Stable,Stable,Stable,27,Crabp2,40864,,,Iqgap3,174169,,,,,,
6,89000338,89000839,chr6-89000338-89000839,Stable,Stable,Stable,27,Mcm2,-116864,,,,,,,,,,
4,24428997,24430224,chr4-24428997-24430224,Stable,Stable,Stable,27,Mms22l,66227,,,,,,,,,,
2,167562148,167562808,chr2-167562148-167562808,Stable,Stable,Stable,27,Ube2v1,44830,,,,,,,,,,
3,145848050,145848551,chr3-145848050-145848551,Stable,Stable,Stable,27,Rpl36a-ps2,30469,,,Ddah1,-89375,,,,,,
4,86717141,86717642,chr4-86717141-86717642,Stable,Stable,Stable,27,Plin2,-68755,,,Rps6,137018,,,,,,
1,71722586,71723087,chr1-71722586-71723087,Stable,Stable,Stable,27,Fn1,-137066,,,,,,,,,,
11,102040073,102040574,chr11-102040073-102040574,Stable,Stable,Stable,27,BC030867,208308,,,,,,,,,,
11,62191996,62192497,chr11-62191996-62192497,Stable,Stable,Stable,27,Adora2b,56487,,,Specc1,-235233,,,,,,
4,86957902,86958403,chr4-86957902-86958403,Stable,Stable,Stable,27,Rps6,-103242,,,,,,,,,,
17,26508557,26509058,chr17-26508557-26509058,Stable,Opening,Stable,21,Ergic1,52431,,,,,,,,,,
16,17253899,17254400,chr16-17253899-17254400,Stable,Stable,Stable,27,2610318N02Rik,-140501,,,,,,,,,,
4,152165389,152165890,chr4-152165389-152165890,Stable,Stable,Stable,27,Rpl22,159852,,,,,,,,,,
9,107738010,107739273,chr9-107738010-107739273,Stable,Stable,Stable,27,Traip,210863,,,Uba7,236232,,,,,,
15,78962781,78963282,chr15-78962781-78963282,Stable,Stable,Stable,27,Lgals1,-36056,,,Sh3bp1,-63013,,,,,,
6,22157424,22158154,chr6-22157424-22158154,Stable,Stable,Stable,27,Wnt16,130073,,,,,,,,,,
1,135811161,135811662,chr1-135811161-135811662,Stable,Stable,Stable,27,Csrp1,-91100,,,,,,,,,,
15,100551774,100552275,chr15-100551774-100552275,Stable,Stable,Stable,27,Cela1,122146,,,,,,,,,,
3,89647357,89647858,chr3-89647357-89647858,Stable,Stable,Stable,27,Cks1b,-231885,,,,,,,,,,
15,51696491,51696992,chr15-51696491-51696992,Stable,Stable,Stable,27,Eif3h,89566,,,,,,,,,,
1,169459282,169459783,chr1-169459282-169459783,Stable,Stable,Stable,27,Nuf2,38151,,,,,,,,,,
2,136632714,136633215,chr2-136632714-136633215,Stable,Stable,Stable,27,AL731706.1,248056,,,,,,,,,,
16,93729764,93730265,chr16-93729764-93730265,Stable,Stable,Stable,27,Chaf1b,153636,,,,,,,,,,
10,95307006,95307507,chr10-95307006-95307507,Stable,Stable,Stable,27,Ube2n,207638,,,,,,,,,,
2,24503015,24503910,chr2-24503015-24503910,Stable,Stable,Stable,27,Il1rn,-166162,,,,,,,,,,
4,63744644,63745145,chr4-63744644-63745145,Stable,Stable,Stable,27,Tnc,214640,,,,,,,,,,
9,63959210,63959932,chr9-63959210-63959932,Stable,Stable,Stable,27,Rpl4,213443,,,,,,,,,,
18,69746015,69746516,chr18-69746015-69746516,Stable,Stable,Stable,27,Ccdc68,178910,,,,,,,,,,
15,73581044,73581769,chr15-73581044-73581769,Stable,Stable,Stable,27,Gpr20,112835,,,,,,,,,,
15,89315061,89315562,chr15-89315061-89315562,Stable,Stable,Stable,27,Plxnb2,-159512,,,,,,,,,,
10,111925392,111925893,chr10-111925392-111925893,Stable,Stable,Stable,27,Glipr1,59555,,,,,,,,,,
11,78037863,78038569,chr11-78037863-78038569,Stable,Stable,Stable,27,Rpl23a,142363,,,,,,,,,,
10,4152375,4152876,chr10-4152375-4152876,Stable,Stable,Stable,27,Akap12,113504,,,,,,,,,,
5,117388821,117389322,chr5-117388821-117389322,Stable,Stable,Stable,27,Rfc5,-10718,,,,,,,,,,
1,135865472,135866111,chr1-135865472-135866111,Stable,Stable,Stable,27,Csrp1,-145411,,,,,,,,,,
7,141429214,141429715,chr7-141429214-141429715,Stable,Stable,Stable,27,Rplp2,17655,,,,,,,,,,
9,104128024,104128525,chr9-104128024-104128525,Stable,Stable,Stable,27,Ackr4,-43867,,,,,,,,,,
15,99223435,99224758,chr15-99223435-99224758,Stable,Stable,Stable,27,Troap,-148860,,,,,,,,,,
14,76169804,76170305,chr14-76169804-76170305,Stable,Stable,Stable,27,Tsc22d1,244656,,,,,,,,,,
7,141293873,141294374,chr7-141293873-141294374,Stable,Stable,Stable,27,Rplp2,152996,,,,,,,,,,
8,104564743,104565244,chr8-104564743-104565244,Stable,Stable,Stable,27,Cmtm3,-225333,,,,,,,,,,
13,102544568,102545069,chr13-102544568-102545069,Stable,Stable,Stable,27,Mast4,187417,,,,,,,,,,
2,69043392,69044039,chr2-69043392-69044039,Stable,Stable,Stable,27,Spc25,149856,,,,,,,,,,
7,45361311,45361812,chr7-45361311-45361812,Stable,Stable,Stable,27,Rpl13a,-235753,,,Rps11,-238932,,,,,,
7,81335749,81336250,chr7-81335749-81336250,Stable,Stable,Stable,27,Rps17,6482,,,,,,,,,,
